printedYear,startMonth,startDay,endMonth,endDay,parish,cause,count,parishTotal,parishPlague,canonicalDBN
1668,April,14,April,21,"Alhallowes-Wall, near Broadstreet",ffeaver,1.0,2.0,,All Hallows London Wall
1668,May,26,June,2,"Alhallowes-Wall, near Broadstreet",Chrisoms,1.0,1.0,,All Hallows London Wall
1669,June,1,June,8,"Alhallowes-Wall, near Broadstreet",Consumpcon,1.0,2.0,,All Hallows London Wall
1669,June,1,June,8,"Alhallowes-Wall, near Broadstreet",Convulcon,1.0,2.0,,All Hallows London Wall
1669,June,15,June,22,"Alhallowes-Wall, near Broadstreet",Small pox,1.0,1.0,,All Hallows London Wall
1669,June,22,June,29,"Alhallowes-Wall, near Broadstreet",Consumpcon,1.0,2.0,,All Hallows London Wall
1669,June,22,June,29,"Alhallowes-Wall, near Broadstreet",Gripes,1.0,2.0,,All Hallows London Wall
1669,July,13,July,20,"Alhallowes-Wall, near Broadstreet",Gripeing in ye gutts,1.0,2.0,,All Hallows London Wall
1669,July,13,July,20,"Alhallowes-Wall, near Broadstreet",Thrush,1.0,2.0,,All Hallows London Wall
1669,July,20,July,27,"Alhallowes-Wall, near Broadstreet",Consumpcon,1.0,1.0,,All Hallows London Wall
1669,July,27,August,3,"Alhallowes-Wall, near Broadstreet",Gripeing in ye gutts,1.0,2.0,,All Hallows London Wall
1669,July,27,August,3,"Alhallowes-Wall, near Broadstreet",Stoping of ye Stomack,1.0,2.0,,All Hallows London Wall
1669,August,17,August,24,"Alhallowes-Wall, near Broadstreet",Consumpcon,1.0,4.0,,All Hallows London Wall
1669,August,17,August,24,"Alhallowes-Wall, near Broadstreet",Gripes,1.0,4.0,,All Hallows London Wall
1669,August,17,August,24,"Alhallowes-Wall, near Broadstreet",fflox,1.0,4.0,,All Hallows London Wall
1669,August,17,August,24,"Alhallowes-Wall, near Broadstreet",Thrush,1.0,4.0,,All Hallows London Wall
1669,September,21,September,28,"Alhallowes-Wall, near Broadstreet",Consumpcon,1.0,3.0,,All Hallows London Wall
1669,September,21,September,28,"Alhallowes-Wall, near Broadstreet",Gripes,1.0,3.0,,All Hallows London Wall
1669,September,21,September,28,"Alhallowes-Wall, near Broadstreet",fflux,1.0,3.0,,All Hallows London Wall
1669,October,5,October,12,"Alhallowes-Wall, near Broadstreet",Gripeing in ye gutts,2.0,2.0,,All Hallows London Wall
1669,November,16,November,23,"Alhallowes-Wall, near Broadstreet",Childbed,1.0,4.0,,All Hallows London Wall
1669,November,16,November,23,"Alhallowes-Wall, near Broadstreet",Consumpcon,1.0,4.0,,All Hallows London Wall
1669,November,16,November,23,"Alhallowes-Wall, near Broadstreet",Convulcon,1.0,4.0,,All Hallows London Wall
1669,November,16,November,23,"Alhallowes-Wall, near Broadstreet",Stilborne,1.0,4.0,,All Hallows London Wall
1669,December,7,December,14,"Alhallowes-Wall, near Broadstreet",Consumpcon,1.0,1.0,,All Hallows London Wall
1669,December,14,December,21,"Alhallowes-Wall, near Broadstreet",Small pox,1.0,2.0,,All Hallows London Wall
1669,December,14,December,21,"Alhallowes-Wall, near Broadstreet",Stoping of ye Stomack,1.0,2.0,,All Hallows London Wall
1669,December,21,December,28,"Alhallowes-Wall, near Broadstreet",Gripes,1.0,4.0,,All Hallows London Wall
1669,December,21,December,28,"Alhallowes-Wall, near Broadstreet",Sore legg,1.0,4.0,,All Hallows London Wall
1669,December,21,December,28,"Alhallowes-Wall, near Broadstreet",Small pox,2.0,4.0,,All Hallows London Wall
1665,March,13,March,20,"Alphage, within Cripplegate",Chrisoms,1.0,3.0,,St Alphage
1665,March,13,March,20,"Alphage, within Cripplegate",Dropsy,1.0,3.0,,St Alphage
1665,March,13,March,20,"Alphage, within Cripplegate",Spotted ffeaver,1.0,3.0,,St Alphage
1666,January,22,January,29,"Alphage, within Cripplegate",ffeaver,1.0,2.0,,St Alphage
1666,January,22,January,29,"Alphage, within Cripplegate",Stoping of ye Stomack,1.0,2.0,,St Alphage
1666,February,12,February,19,"Alphage, within Cripplegate",ffeaver,1.0,1.0,,St Alphage
1669,June,1,June,8,"Alphage, within Cripplegate",Consumpcon,1.0,1.0,,St Alphage
1669,July,27,August,3,"Alphage, within Cripplegate",Gripeing in ye gutts,1.0,2.0,,St Alphage
1669,July,27,August,3,"Alphage, within Cripplegate",Teeth,1.0,2.0,,St Alphage
1669,September,21,September,28,"Alphage, within Cripplegate",Gripeing in ye gutts,1.0,2.0,,St Alphage
1669,September,21,September,28,"Alphage, within Cripplegate",Teeth,1.0,2.0,,St Alphage
1669,December,14,December,21,"Alphage, within Cripplegate",Dropsy,1.0,1.0,,St Alphage
1669,December,21,December,28,"Alphage, within Cripplegate",ffeaver,1.0,1.0,,St Alphage
1665,March,13,March,20,"Andrew, by the Wardrobe",Stilborne,1.0,1.0,,St Andrew Wardrobe
1666,April,10,April,17,"Andrew, by the Wardrobe",Wind,1.0,1.0,,St Andrew Wardrobe
1666,July,10,July,17,"Andrew, by the Wardrobe",Consumpcon,1.0,3.0,,St Andrew Wardrobe
1666,July,10,July,17,"Andrew, by the Wardrobe",Aged,1.0,3.0,,St Andrew Wardrobe
1666,July,10,July,17,"Andrew, by the Wardrobe",Teeth,1.0,3.0,,St Andrew Wardrobe
1669,June,15,June,22,"Andrew, by the Wardrobe",Consumpcon,1.0,1.0,,St Andrew Wardrobe
1669,June,22,June,29,"Andrew, by the Wardrobe",Drowned,1.0,1.0,,St Andrew Wardrobe
1669,September,21,September,28,"Andrew, by the Wardrobe",Consumpcon,1.0,2.0,,St Andrew Wardrobe
1669,September,21,September,28,"Andrew, by the Wardrobe",ffeaver,1.0,2.0,,St Andrew Wardrobe
1669,October,5,October,12,"Andrew, by the Wardrobe",Dropsy,1.0,5.0,,St Andrew Wardrobe
1669,October,5,October,12,"Andrew, by the Wardrobe",ffeaver,1.0,5.0,,St Andrew Wardrobe
1669,October,5,October,12,"Andrew, by the Wardrobe",Gripes,2.0,5.0,,St Andrew Wardrobe
1669,October,5,October,12,"Andrew, by the Wardrobe",Teeth,1.0,5.0,,St Andrew Wardrobe
1669,December,14,December,21,"Andrew, by the Wardrobe",Consumpcon,1.0,1.0,,St Andrew Wardrobe
1669,December,21,December,28,"Andrew, by the Wardrobe",Consumpcon,1.0,1.0,,St Andrew Wardrobe
1665,March,13,March,20,"Anne, within Aldersgate",Consumpcon,1.0,1.0,,St Anne Aldersgate
1666,April,10,April,17,"Anne, within Aldersgate",ffeaver,1.0,1.0,,St Anne Aldersgate
1666,July,10,July,17,"Anne, within Aldersgate",Consumpcon,1.0,2.0,,St Anne Aldersgate
1666,July,10,July,17,"Anne, within Aldersgate",Dropsy,1.0,2.0,,St Anne Aldersgate
1669,August,24,August,31,"Anne, within Aldersgate",Gripeing in ye gutts,3.0,3.0,,St Anne Aldersgate
1669,November,16,November,23,"Anne, within Aldersgate",Consumpcon,1.0,1.0,,St Anne Aldersgate
1665,March,13,March,20,"Anne, in Blackfryers",Consumpcon,1.0,2.0,,St Ann Blackfriars
1665,March,13,March,20,"Anne, in Blackfryers",Ricketts,1.0,2.0,,St Ann Blackfriars
1666,April,10,April,17,"Anne, in Blackfryers",Consumpcon,1.0,1.0,,St Ann Blackfriars
1666,May,22,May,29,"Anne, in Blackfryers",Consumpcon,1.0,5.0,3.0,St Ann Blackfriars
1666,May,22,May,29,"Anne, in Blackfryers",Gripeing in ye gutts,1.0,5.0,3.0,St Ann Blackfriars
1666,May,22,May,29,"Anne, in Blackfryers",Plague,3.0,5.0,3.0,St Ann Blackfriars
1666,July,10,July,17,"Anne, in Blackfryers",Gripeing in ye gutts,1.0,2.0,1.0,St Ann Blackfriars
1666,July,10,July,17,"Anne, in Blackfryers",Plague,1.0,2.0,1.0,St Ann Blackfriars
1669,July,13,July,20,"Anne, in Blackfryers",Gripeing in ye gutts,1.0,1.0,,St Ann Blackfriars
1669,July,27,August,3,"Anne, in Blackfryers",Small pox,1.0,1.0,,St Ann Blackfriars
1669,August,17,August,24,"Anne, in Blackfryers",Infants,1.0,1.0,,St Ann Blackfriars
1669,August,24,August,31,"Anne, in Blackfryers",Gripeing in ye gutts,3.0,3.0,,St Ann Blackfriars
1669,September,21,September,28,"Anne, in Blackfryers",Gripeing in ye gutts,2.0,2.0,,St Ann Blackfriars
1669,October,5,October,12,"Anne, in Blackfryers",Gripeing in ye gutts,1.0,2.0,,St Ann Blackfriars
1669,October,5,October,12,"Anne, in Blackfryers",Spotted ffeaver,1.0,2.0,,St Ann Blackfriars
1669,December,14,December,21,"Anne, in Blackfryers",Dropsy,1.0,2.0,,St Ann Blackfriars
1669,December,14,December,21,"Anne, in Blackfryers",fflox,1.0,2.0,,St Ann Blackfriars
1665,March,13,March,20,"Antholins, in Watling-street",Gripeing in ye gutts,1.0,1.0,,St Antholin
1665,March,13,March,20,"Austins, at the Old-Change",Consumpcon,1.0,1.0,,St Austin
1666,May,22,May,29,"Austins, at the Old-Change",Convulcon,1.0,1.0,,St Austin
1669,October,5,October,12,"Austins, at the Old-Change",Convulcon,1.0,1.0,,St Austin
1665,March,13,March,20,Bennet-Grace-Church,Gout,1.0,1.0,,St Benet Gracechurch
1669,December,14,December,21,Bennet-Grace-Church,Infants,1.0,1.0,,St Benet Gracechurch
1665,March,13,March,20,Christ-Church,Consumpcon,1.0,1.0,,Christ Church
1666,April,10,April,17,Christ-Church,Aged,1.0,2.0,,Christ Church
1666,April,10,April,17,Christ-Church,Dropsy,1.0,2.0,,Christ Church
1666,July,10,July,17,Christ-Church,Teeth,1.0,1.0,,Christ Church
1669,June,1,June,8,Christ-Church,Consumpcon,1.0,2.0,,Christ Church
1669,June,1,June,8,Christ-Church,Teeth,1.0,2.0,,Christ Church
1669,July,13,July,20,Christ-Church,Consumpcon,1.0,1.0,,Christ Church
1669,August,3,August,10,Christ-Church,Small pox,1.0,2.0,,Christ Church
1669,August,3,August,10,Christ-Church,Gripeing in ye gutts,1.0,2.0,,Christ Church
1669,August,17,August,24,Christ-Church,Consumpcon,1.0,3.0,,Christ Church
1669,August,17,August,24,Christ-Church,Small pox,1.0,3.0,,Christ Church
1669,August,17,August,24,Christ-Church,Thrush,1.0,3.0,,Christ Church
1669,August,24,August,31,Christ-Church,Consumpcon,1.0,1.0,,Christ Church
1669,October,5,October,12,Christ-Church,ffeaver,2.0,2.0,,Christ Church
1669,December,7,December,14,Christ-Church,Consumpcon,1.0,1.0,,Christ Church
1669,December,14,December,21,Christ-Church,Consumpcon,1.0,1.0,,Christ Church
1669,December,21,December,28,Christ-Church,Consumpcon,1.0,2.0,,Christ Church
1669,December,21,December,28,Christ-Church,Convulcon,1.0,2.0,,Christ Church
1665,March,13,March,20,"Dunstans-East, near Tower-street",Stoping of ye Stomack,1.0,1.0,,St Dunstan East
1666,April,10,April,17,"Dunstans-East, near Tower-street",Consumpcon,1.0,2.0,1.0,St Dunstan East
1666,April,10,April,17,"Dunstans-East, near Tower-street",Plague,1.0,2.0,1.0,St Dunstan East
1669,June,1,June,8,"Dunstans-East, near Tower-street",Consumpcon,1.0,1.0,,St Dunstan East
1669,June,22,June,29,"Dunstans-East, near Tower-street",Gripeing in ye gutts,1.0,1.0,,St Dunstan East
1669,July,13,July,20,"Dunstans-East, near Tower-street",Wormes,1.0,1.0,,St Dunstan East
1669,July,20,July,27,"Dunstans-East, near Tower-street",Consumpcon,1.0,1.0,,St Dunstan East
1669,July,27,August,3,"Dunstans-East, near Tower-street",Consumpcon,1.0,1.0,,St Dunstan East
1669,August,3,August,10,"Dunstans-East, near Tower-street",Vomiting,1.0,1.0,,St Dunstan East
1669,September,21,September,28,"Dunstans-East, near Tower-street",Gripeing in ye gutts,1.0,1.0,,St Dunstan East
1669,October,5,October,12,"Dunstans-East, near Tower-street",ffeaver,1.0,4.0,,St Dunstan East
1669,October,5,October,12,"Dunstans-East, near Tower-street",Gripeing in ye gutts,3.0,4.0,,St Dunstan East
1669,November,16,November,23,"Dunstans-East, near Tower-street",Drowned,1.0,1.0,,St Dunstan East
1669,December,7,December,14,"Dunstans-East, near Tower-street",Consumpcon,1.0,1.0,,St Dunstan East
1669,December,14,December,21,"Dunstans-East, near Tower-street",Surfett,1.0,1.0,,St Dunstan East
1665,March,13,March,20,"Ethelborough, within Bishopsgate",Purples,1.0,1.0,,St Ethelburga
1666,January,1,January,8,"Ethelborough, within Bishopsgate",Wind,1.0,1.0,,St Ethelburga
1666,January,8,January,15,"Ethelborough, within Bishopsgate",Consumpcon,1.0,1.0,,St Ethelburga
1666,January,15,January,22,"Ethelborough, within Bishopsgate",Gangrene,1.0,1.0,,St Ethelburga
1666,January,22,January,29,"Ethelborough, within Bishopsgate",Consumpcon,1.0,1.0,,St Ethelburga
1668,June,2,June,9,"Ethelborough, within Bishopsgate",Consumpcon,1.0,2.0,,St Ethelburga
1668,June,2,June,9,"Ethelborough, within Bishopsgate",Teeth,1.0,2.0,,St Ethelburga
1668,August,18,August,25,"Ethelborough, within Bishopsgate",Stilborne,1.0,1.0,,St Ethelburga
1668,January,26,February,2,"Ethelborough, within Bishopsgate",Rupture,1.0,1.0,,St Ethelburga
1669,June,22,June,29,"Ethelborough, within Bishopsgate",Infants,1.0,1.0,,St Ethelburga
1669,July,27,August,3,"Ethelborough, within Bishopsgate",Cancer,1.0,2.0,,St Ethelburga
1669,July,27,August,3,"Ethelborough, within Bishopsgate",Gripeing in ye gutts,1.0,2.0,,St Ethelburga
1669,August,3,August,10,"Ethelborough, within Bishopsgate",Stilborne,1.0,1.0,,St Ethelburga
1669,August,24,August,31,"Ethelborough, within Bishopsgate",Gripeing in ye gutts,1.0,1.0,,St Ethelburga
1669,September,21,September,28,"Ethelborough, within Bishopsgate",ffeaver,1.0,3.0,,St Ethelburga
1669,September,21,September,28,"Ethelborough, within Bishopsgate",Gripeing in ye gutts,2.0,3.0,,St Ethelburga
1669,October,5,October,12,"Ethelborough, within Bishopsgate",Gripeing in ye gutts,1.0,1.0,,St Ethelburga
1669,December,14,December,21,"Ethelborough, within Bishopsgate",ffeaver,1.0,1.0,,St Ethelburga
1665,March,13,March,20,"Fosters, in Fosterlane",Scurvy,1.0,1.0,,St Vedast alias Foster
1669,July,20,July,27,"Fosters, in Fosterlane",Wormes,1.0,1.0,,St Vedast alias Foster
1669,August,24,August,31,"Fosters, in Fosterlane",Gripeing in ye gutts,1.0,1.0,,St Vedast alias Foster
1669,September,21,September,28,"Fosters, in Fosterlane",Abortive,1.0,2.0,,St Vedast alias Foster
1669,September,21,September,28,"Fosters, in Fosterlane",Impostume,1.0,2.0,,St Vedast alias Foster
1669,October,5,October,12,"Fosters, in Fosterlane",Grief,1.0,2.0,,St Vedast alias Foster
1669,October,5,October,12,"Fosters, in Fosterlane",Gripeing in ye gutts,1.0,2.0,,St Vedast alias Foster
1665,March,13,March,20,"Gregories, by St. Pauls",Stilborne,1.0,1.0,,St Gregory by St Paul's
1666,July,10,July,17,"Gregories, by St. Pauls",Stilborne,1.0,1.0,,St Gregory by St Paul's
1669,July,13,July,20,"Gregories, by St. Pauls",Consumpcon,1.0,1.0,,St Gregory by St Paul's
1669,August,24,August,31,"Gregories, by St. Pauls",Gripeing in ye gutts,1.0,1.0,,St Gregory by St Paul's
1669,December,14,December,21,"Gregories, by St. Pauls",ffeaver,2.0,3.0,,St Gregory by St Paul's
1669,December,14,December,21,"Gregories, by St. Pauls",Stoping of ye Stomack,1.0,3.0,,St Gregory by St Paul's
1669,December,21,December,28,"Gregories, by St. Pauls",Consumpcon,1.0,1.0,,St Gregory by St Paul's
1665,March,13,March,20,"James, in Dukes-place",Abortive,1.0,2.0,,St James Duke's Place
1665,March,13,March,20,"James, in Dukes-place",Chrisoms,1.0,2.0,,St James Duke's Place
1666,April,10,April,17,"James, in Dukes-place",Consumpcon,1.0,1.0,,St James Duke's Place
1666,July,10,July,17,"James, in Dukes-place",Plague,1.0,1.0,1.0,St James Duke's Place
1666,September,18,September,25,"James, in Dukes-place",Consumpcon,1.0,3.0,,St James Duke's Place
1666,September,18,September,25,"James, in Dukes-place",ffeaver,1.0,3.0,,St James Duke's Place
1666,September,18,September,25,"James, in Dukes-place",ffrighted,1.0,3.0,,St James Duke's Place
1666,January,8,January,15,"James, in Dukes-place",Aged,1.0,1.0,,St James Duke's Place
1667,March,10,March,17,"James, in Dukes-place",Consumpcon,1.0,1.0,,St James Duke's Place
1669,June,15,June,22,"James, in Dukes-place",Wormes,1.0,1.0,,St James Duke's Place
1669,June,22,June,29,"James, in Dukes-place",ffeaver,1.0,1.0,,St James Duke's Place
1669,July,20,July,27,"James, in Dukes-place",Aged,1.0,2.0,,St James Duke's Place
1669,July,20,July,27,"James, in Dukes-place",Consumpcon,1.0,2.0,,St James Duke's Place
1669,August,17,August,24,"James, in Dukes-place",Consumpcon,1.0,2.0,,St James Duke's Place
1669,August,17,August,24,"James, in Dukes-place",Stone,1.0,2.0,,St James Duke's Place
1669,August,24,August,31,"James, in Dukes-place",Aged,1.0,3.0,,St James Duke's Place
1669,August,24,August,31,"James, in Dukes-place",Infants,2.0,3.0,,St James Duke's Place
1669,September,21,September,28,"James, in Dukes-place",Aged,1.0,2.0,,St James Duke's Place
1669,September,21,September,28,"James, in Dukes-place",Childbed,1.0,2.0,,St James Duke's Place
1669,November,16,November,23,"James, in Dukes-place",fflux,1.0,1.0,,St James Duke's Place
1669,December,14,December,21,"James, in Dukes-place",Consumpcon,1.0,2.0,,St James Duke's Place
1669,December,14,December,21,"James, in Dukes-place",ffeaver,1.0,2.0,,St James Duke's Place
1665,March,13,March,20,"James, at Garlickhithe",Stilborne,1.0,1.0,,St James Garlickhithe
1666,April,10,April,17,"James, at Garlickhithe",Consumpcon,1.0,1.0,,St James Garlickhithe
1666,May,22,May,29,"James, at Garlickhithe",Plague,1.0,1.0,1.0,St James Garlickhithe
1669,December,21,December,28,"James, at Garlickhithe",Consumpcon,1.0,1.0,,St James Garlickhithe
1665,March,13,March,20,"Katherine-Coleman, in Fenchurch-street",Palsy,1.0,1.0,,St Katherine Coleman
1666,April,10,April,17,"Katherine-Coleman, in Fenchurch-street",Dropsy,1.0,2.0,1.0,St Katherine Coleman
1666,April,10,April,17,"Katherine-Coleman, in Fenchurch-street",Plague,1.0,2.0,1.0,St Katherine Coleman
1666,January,1,January,8,"Katherine-Coleman, in Fenchurch-street",ffistula,1.0,1.0,,St Katherine Coleman
1666,January,8,January,15,"Katherine-Coleman, in Fenchurch-street",Ricketts,1.0,1.0,,St Katherine Coleman
1666,January,15,January,22,"Katherine-Coleman, in Fenchurch-street",Ricketts,1.0,3.0,,St Katherine Coleman
1666,January,15,January,22,"Katherine-Coleman, in Fenchurch-street",Tissick,1.0,3.0,,St Katherine Coleman
1666,January,15,January,22,"Katherine-Coleman, in Fenchurch-street",Ulcer,1.0,3.0,,St Katherine Coleman
1666,January,22,January,29,"Katherine-Coleman, in Fenchurch-street",Convulcon,1.0,3.0,,St Katherine Coleman
