"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,Week,"Unique ID","Start Day","Start Month","End Day","End month","St Alban Woodstreet - Buried","Alhallows Barking - Buried","Allhallows Breadstreet - Buried","Allhallows Great - Buried","Alhallows Honylane - Buried","Alhallows Lesse - Buried","Alhallows Lumbardstreet - Buried","Alhallows Stayning - Buried","Alhallows the Wall - Buried","St Alphage - Buried","St Andrew Hubbard - Buried","St Andrew Undershaft - Buried","St Andrew Wardrobe - Buried","St Ann Aldersgate - Buried","St Ann Blackfryers - Buried","St Antholins Parish - Buried","St Austins Parish - Buried","St Bartholomew Exchange - Buried","St Bennet Fynck - Buried","St Bennet Gracechurch - Buried","St Bennet Paulswharf - Buried","St Bennet Sherehog - Buried","St Botolph Billingsgate - Buried","Christ Church - Buried","St Christophers - Buried","St Clement Eastcheap - Buried","St Dionis Backchurch - Buried","St Dunstan East - Buried","St Edmund Lumbardstr. - Buried","St Ethelborough - Buried","St Faith - Buried","St Foster - Buried","St Gabriel Fenchurch - Buried","St George Botolphlane - Buried","St Gregory by St Pauls - Buried","St Hellen - Buried","St James Dukes place - Buried","St James Garlickhithe - Buried","St John Baptist - Buried","St John Evangelist - Buried","St John Zachary - Buried","St Katharine Coleman - Buried","St Katharine Creechurch - Buried","St Lawrence Jewry - Buried","St Lawrence Pountney - Buried","St Leonard Eastcheap - Buried","St Leonard Fosterlane - Buried","St Magnus Parish - Buried","St Margaret Lothbury - Buried","St Margaret Moses - Buried","St Margaret Newfishstreet - Buried","St Margaret Pattons - Buried","St Mary Abchurch - Buried","St Mary Aldermanbury - Buried","St Mary Aldermary - Buried","St Mary le Bow - Buried","St Mary Bothaw - Buried","St Mary Colechurch - Buried","St Mary Hill - Buried","St Mary Mounthaw - Buried","St Mary Sommerset - Buried","St Mary Stayning - Buried","St Mary Woolchurch - Buried","St Mary Woolnoth - Buried","St Martin Iremongerlane - Buried","St Martin Ludgate - Buried","St Martin Orgars - Buried","St Martin Outwich - Buried","St Martin Vintrey - Buried","St Matthew Fridaystreet - Buried","St Maudlin Milkstreet - Buried","St Maudlin Oldfishstreet - Buried","St Michael Bassishaw - Buried","St Michael Cornhil - Buried","St Michael Crookedlane - Buried","St Michael Queenhithe - Buried","St Michael Quern - Buried","St Michael Royal - Buried","St Michael Woodstreet - Buried","St Mildred Breadstreet - Buried","St Mildred Poultrey - Buried","St Nicholas Acons - Buried","St Nicholas Coleabby - Buried","St Nicholas Olaves - Buried","St Olave Hartstreet - Buried","St Olave Jewry - Buried","St Olave Silverstreet - Buried","St Pancras Pancras street - Buried","St Peter Cheap - Buried","St Peter Cornhil - Buried","St Peter Paulswharf - Buried","St Peter Poor - Buried","St Steven Colemanstreet - Buried","St Steven Walbrook - Buried","St Swithin- Buried","St Thomas Apostles - Buried","Trinity Parish - Buried","Christened in the 97 parishes within the walls","Buried in the 97 parishes within the walls","Plague in the 97 parishes within the walls","St Andrew Holborn - Buried","St Bartholomew Great - Buried","St Bartholomew Less - Buried","St Botolph Aldersgate - Buried","St Botolph Aldgate - Buried","St Botolph Bishopsgate - Buried","Bridewel Precinct - Buried","St Bridget - Buried","St Dunstan West - Buried","St George Southwark - Buried","St Giles Cripplegate - Buried","St John Southwark","St Olave Southwark - Buried","Saviours Southwark - Buried","S Sepulchres Parish - Buried","St Thomas Southwark - Buried","Trinity Minories - Buried","Pesthouse Without the Walls - Buried","Christened in the parishes without the walls","Buried in the parishes without the walls","Plague in the parishes without the walls","St. Ann in Middlesex - Buried","Christ Church in Surry - Buried","Christ Church in Middlesex - Buried","St George in Bloomsbury - Buried","St. George in Middlesex","St. George by Queen's Square - Buried","St Giles in the Field - Buried","Hackney Parish - Buried","St John at Wapping - Buried","St James Clerkenwel - Buried","St Katharine Tower - Buried","Lambeth Parish - Buried","St Leonard Shoreditch - Buried","St. Luke in Middlesex - Buried","St Magdalen Bermondsey - Buried","St Mary Islington - Buried","St Mary Newington - Buried","St Mary Whitechappel - Buried","St Matthew at Bethnal Green - Buried","St Pauls Shadwel - Buried","Rothorith Parish - Buried","Stepney Parish - Buried","Christened in the out-Parishes in Middlesex and Surrey","Buried in the out-Parishes in Middlesex and Surrey","Plague in the out-Parishes in Middlesex and Surrey","St Ann in Westminster - Buried","St Clement Danes - Buried","St George by Hanover Square - Buried","St James in Westminster - Buried","St. John the Evangelist - Buried","St Paul Covent Garden - Buried","St Martin in the fields - Buried","St Mary Savoy - Buried","St Mary le Strand","St Margaret Westminster - Buried","Pesthouse in Westminster","Christened in the Parishes and Liberties of Westminster","Buried in the Parishes and Liberties of Westminster","Plague in the Parishes and Liberties of Westminster"
955,373,330,1,1702,45,Laxton-1702-45-recto,20,October,27,October,2,1,1,2,,,,2,3,,,,2,,3,1,,,,,1,,1,2,,1,,4,,1,,,,,2,,,3,,,,,2,,,1,,1,1,,,,,,,,,,3,,,,,,1,,,,,1,,1,1,,1,,,,,1,,,,,1,,1,,,1,1,1,2,,,,,37,53,0,22,2,,4,10,14,,3,3,11,25,,13,12,8,3,,,79,130,0,,4,,,,,30,4,9,6,5,4,8,,6,2,4,15,,7,2,31,104,137,0,4,7,,17,,3,23,3,,14,,82,71,0
956,374,340,1,1702,46,"Laxton-1702-46-recto ",27,October,3,November,,1,1,,,,,,2,,,,,,2,,,,,,,,,5,,,,2,,,,,,,,2,,,,,1,,1,,,,2,1,,,,,1,2,,,,,,,,,,1,1,,1,,,,,2,1,,1,1,,1,,,1,,1,,,,,,,,,,3,1,,,,23,38,0,20,3,,1,8,7,2,3,5,6,21,,,12,13,,,,76,101,0,,5,,,,,28,,5,8,4,4,10,,5,,3,13,,20,,43,79,148,0,9,12,,23,,1,24,1,,14,,82,84,0
957,375,341,1,1702,47,Laxton-1702-47-recto,3,November,10,November,,2,,,,2,,,1,,,1,1,,,,1,,,,2,,,3,,,1,1,1,,2,1,,1,1,,,,,,1,2,,1,,,1,1,2,,,,2,,,1,,,,,1,1,,,,3,,,,,,,1,1,,,,,,3,,,1,,2,,,,,,,,3,,,,,40,48,0,16,2,,3,14,9,,8,6,12,20,,25,5,11,,,,112,131,0,,2,,,,,23,2,7,8,4,7,5,,4,2,4,14,,9,1,34,104,126,0,7,8,,21,,5,22,2,,10,,79,73,0
958,376,342,1,1702,48,Laxton-1702-48-recto,10,November,17,November,,2,1,,,,2,,1,1,1,2,1,,3,,,,,,1,,,1,1,,1,1,,1,,2,1,,,,,2,,1,,2,,1,,1,,1,,,,,,,3,1,,,,,1,,,,,,,,3,,,2,2,1,1,,,,,,1,,,,,,,,,,1,,3,2,,,1,37,53,0,15,,,4,8,6,,7,1,6,26,,6,9,18,,,,74,106,0,,1,,,,,24,1,8,10,,7,12,,7,1,2,11,,9,,36,91,129,0,12,10,,17,,2,22,,,16,,79,79,0
999,377,372,1,1702,49,Laxton-1702-49-recto,17,November,24,November,2,,,,,,1,1,,,,,1,1,5,1,1,,,,1,,,1,1,,,2,,,,,1,,2,,,,,,1,,1,2,,,,,2,,,,,1,,1,,,,,,1,,1,1,2,,,,3,,,1,2,,,,,,,,,,,1,,2,,1,,,,1,1,,,1,49,47,0,19,2,,4,9,10,,5,2,6,19,,18,5,15,,,,87,114,0,,4,,,,,25,3,10,4,7,,8,,6,,2,14,,12,6,30,80,131,0,6,6,,25,,3,27,2,,20,,61,89,0
1000,378,373,1,1702,50,Laxton-1702-50-recto,24,November,1,December,,2,,,,,,,1,1,1,3,,,6,,,1,1,,2,,,1,,,2,,2,3,1,1,1,2,2,,,,,2,2,1,2,,,,,1,,,,,1,1,,2,,,,,,1,,,,,1,,,,,,,,,2,1,,,,,,,,2,,,,,2,,,3,,2,1,,35,81,0,20,2,1,5,9,7,2,10,4,7,16,,16,15,9,,,,92,123,0,,,,,,,22,,4,6,2,6,7,,7,4,2,15,,8,2,39,107,124,0,8,6,,19,,2,22,5,,12,,73,74,0
1001,379,374,1,1702,51,Laxton-1702-51-recto,1,December,8,December,,4,1,1,,1,,,2,,,1,1,,3,,,1,1,,,,,1,3,,,2,,,,2,,,1,1,1,,2,,1,,2,1,,,,,,1,,,,2,3,,,,,,1,,,,,2,1,1,,,,,,,,1,,,,,1,,1,,,,,,,,2,1,5,,1,,,35,56,0,11,2,2,3,9,13,,4,5,5,15,,16,10,14,4,,,86,113,0,,3,,,,,20,2,6,3,5,14,5,,10,2,3,7,,8,7,26,125,121,0,6,8,,17,,3,19,5,,12,,80,70,0
1002,380,375,1,1702,52,Laxton-1702-52-recto,8,December,15,December,,3,,2,,,,2,1,,1,,1,2,1,,,,2,,2,,,4,1,1,,4,,1,2,,,,1,,1,,,,,1,1,1,,,,1,,,,1,,,,,,,,,,1,,,1,1,1,,2,1,,,1,,1,,,,,1,,,,,1,,,,,,2,,5,,,,,45,55,0,20,1,,3,12,8,,7,,10,16,,17,16,7,1,,,95,118,0,,2,,,,,25,4,8,10,,,8,,4,4,8,17,,7,3,46,100,146,0,8,7,,17,,7,30,3,,17,,75,89,0
1011,381,376,1,1702,01,Laxton-1702-01-recto,15,December,22,December,,1,,,,,,2,2,1,,1,1,1,5,,,,2,,,,,2,,,,2,,1,,,,,3,,,1,,,,3,1,1,2,,1,1,,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,1,1,1,,,1,43,46,0,18,2,1,2,8,6,,10,1,5,20,,16,13,13,,2,,100,117,0,,3,,,,,19,8,6,8,2,8,10,,7,,6,17,,5,4,39,105,142,0,9,16,,20,,3,43,1,,16,,55,108,0
1012,382,385,1,1702,02,Laxton-1702-02-recto,22,December,29,December,1,5,,2,,,,,1,1,,2,,,1,1,,,,,1,,,2,,,1,3,,,,,,1,2,,,,,,,,3,,,,2,,1,,,,1,3,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,1,2,1,,1,,2,,1,22,45,0,16,4,,2,7,7,,8,6,12,17,,14,10,15,1,,,90,119,0,,3,,,,,24,2,2,7,2,6,6,,5,,2,18,,10,,39,88,126,0,8,6,,32,,2,28,,,20,,77,96,0
1013,383,386,1,1702,03,Laxton-1702-03-recto,29,December,5,January,1,2,,2,,,,,1,1,,,,,2,,,,1,2,,,,2,,,1,2,,,,1,,1,1,1,,2,,,,1,,1,,,1,1,1,,,1,2,,,,1,,,,,,,,,,3,,,,,1,1,1,1,,,,,,,,,,,,,,,1,1,,4,,,,,27,45,0,15,1,2,2,13,8,,4,4,8,14,,17,11,13,3,,,98,115,0,,3,,,,,25,2,8,6,6,6,7,,4,1,,15,,10,4,38,102,135,0,9,6,,25,,1,30,5,,24,,96,100,0
1014,384,387,1,1702,04,Laxton-1702-04-recto,5,January,12,January,1,2,,1,,1,,,1,,,1,2,1,,,,,,,,,,1,,,,2,,,,,,,,,3,1,,,,1,2,,,1,1,2,3,,,,,2,1,,,,,,,,,,1,,1,1,,1,,,2,,,1,,4,,,,,,,3,,1,,,,,1,1,5,1,,1,39,50,0,16,1,1,4,12,13,,6,4,8,25,,13,13,13,2,,,87,131,0,,4,,,,,23,,7,5,5,,11,,6,3,2,16,,11,3,39,114,135,0,16,7,,22,,8,32,1,,30,,75,116,0
1015,385,388,1,1702,05,Laxton-1702-05-recto,12,January,19,January,1,2,1,,,,1,1,1,,1,,1,1,4,,,1,,,1,,,,,,,3,4,,,,1,1,,1,,1,,,,1,2,2,1,,,,,,,,1,,,,,,,,,,,,,,1,,3,1,,,,,,,,2,1,,2,,,,,,2,1,,1,,,1,2,1,,1,39,53,0,18,2,,5,14,9,,4,3,5,29,,13,9,15,,1,,93,127,0,,7,,,,,35,2,6,6,,8,18,,8,2,3,18,,12,,49,107,174,0,12,16,,35,,4,29,3,,22,,76,121,0
1016,386,397,1,1702,06,Laxton-1702-06-recto,19,January,26,January,1,1,,,,,,1,,,,1,,,4,,,,,,,,,3,,2,1,2,,,,1,,2,1,1,,,,,,1,,,,1,1,2,1,,,,2,,2,,,1,2,,,,,1,,4,1,,1,,,,1,,,1,1,1,,1,2,,,,3,,,1,,1,,1,2,,,1,,31,57,0,24,3,,6,13,13,,8,5,6,23,,23,19,17,,,,98,160,0,,1,,,,,35,,7,12,2,1,12,,9,5,5,22,,,2,55,106,168,0,14,10,,40,,4,41,6,,27,,78,142,0
1017,387,407,1,1702,07,Laxton-1702-07-recto,26,January,2,February,,,,1,,1,,2,2,2,,1,,,,,2,,,,3,,,1,,,1,4,,,2,,,,2,2,,3,,,1,,1,,,,,2,,,,1,,3,,,,,1,,3,,,,,2,,,1,,,,1,,2,,,1,,,1,,,,1,,1,1,,,,3,,,,,,30,55,0,23,2,1,5,14,19,,6,3,12,20,,7,20,16,1,,,97,149,0,,2,,,,,33,2,4,5,,4,11,,16,2,5,16,,17,10,49,117,176,0,9,5,,17,,7,42,1,,19,,68,100,0
1018,388,416,1,1702,08,Laxton-1702-08-recto,2,February,9,February,,3,,1,,,,,3,,,2,,1,4,,1,,,3,2,,,3,,,,1,,1,1,,,,3,1,1,2,,,2,,1,1,2,1,1,1,,,,,,,1,2,,,2,1,1,,,1,2,,,,2,4,,1,,2,,1,,3,,,1,,,,1,,,,,1,,2,9,,,,,31,79,0,26,2,,,10,12,,7,2,9,29,,16,10,35,1,,,98,149,0,,2,,,,,10,3,7,9,,4,17,,10,,2,26,,7,,46,111,183,0,16,20,,34,,6,36,4,,24,,77,140,0
1019,389,417,1,1702,09,Laxton-1702-09-recto,9,February,16,February,,,1,,,,3,1,2,3,,1,2,3,5,1,,,2,,,,,3,2,,1,2,2,1,,,,,2,,,2,,,1,1,1,,,1,1,,,1,,1,2,,1,,,,1,,1,,,1,1,1,1,,,1,,2,,,1,,,,,1,2,,,,,,2,,1,1,,,,,1,,,46,69,0,27,1,2,7,18,16,,8,,7,27,,16,12,18,1,,,111,160,0,,3,,,,,37,3,5,8,4,3,15,,4,4,3,16,,16,7,46,122,174,0,14,5,,21,,2,28,4,,21,,73,95,0
1020,390,418,1,1702,10,Laxton-1702-10-recto,16,February,23,February,1,1,,,,1,,1,1,,2,1,1,1,3,1,,,1,,1,1,,1,,1,,2,,,2,,1,,2,,1,2,,1,1,1,,,,,1,2,3,,,,1,1,,,,,,,,,,,,,,,1,,,,1,1,1,,,2,,1,,,,1,1,,,1,,,2,1,8,2,,,,44,63,0,27,4,1,1,14,13,2,7,4,10,28,,22,18,14,3,,,97,168,0,,,,,,,31,3,2,9,5,8,11,,13,3,2,22,,6,3,60,102,178,0,11,11,,26,,1,36,4,,35,,78,123,0
1021,391,419,1,1702,11,Laxton-1702-11-recto,23,February,2,March,,,1,,,,,,,2,,1,3,1,1,,,,1,,2,,,1,1,,2,2,,,,,,,3,1,1,,,,,1,,,,,6,,,,,,,,2,,,,1,,,1,,4,,,,,,1,,2,3,1,,,1,,,1,,,,,,,,,,,,,,,,,,20,47,0,34,2,,4,8,9,,6,1,6,24,,25,2,17,5,1,,106,144,0,,2,,,,,41,,2,5,2,7,11,,6,,3,13,,11,,38,105,141,0,9,9,,22,,7,28,3,,18,,79,96,0
1022,392,420,1,1702,12,Laxton-1702-12-recto,2,March,9,March,,4,,1,,1,1,2,1,,,,,2,5,2,1,,,,3,,,2,,,1,2,,1,1,1,,,7,2,1,,,,,,2,,1,,1,,1,,,,,,,,,,,,3,,,1,,,,1,,,,,,1,,1,,,1,,1,,,,1,,,,,,1,,7,,,,,40,64,0,19,1,2,3,14,18,,4,4,4,28,,18,5,14,,,,100,134,0,,4,,,,,25,4,3,8,4,7,15,,9,,4,13,,10,2,50,105,158,0,13,10,,11,,2,23,8,,20,,82,87,
1023,393,421,1,1702,13,Laxton-1702-13-recto,9,March,16,March,,3,,,,,,,,,,,2,,2,1,,,,,1,,,2,,,1,,,,1,,,,,,1,,,,1,,,,,,,,,1,,,,,3,1,,,,,1,,,,,1,1,,3,,,2,,,1,2,,2,,,,,,1,,,1,,1,3,,2,4,,1,,,32,46,0,21,2,,2,13,13,,11,1,3,27,,15,5,13,1,,,98,127,0,,3,,,,,35,4,5,7,3,5,7,,3,,5,22,,5,,36,94,140,0,6,14,,22,,9,28,3,,24,,77,106,0
1024,394,429,1,1702,14,Laxton-1702-14-recto,16,March,23,March,,1,,1,,,,1,2,2,,2,,,1,,1,1,,,1,,,2,,,,3,,2,1,1,1,,1,1,,1,2,,2,,3,,,,1,,3,,,,1,,,,,,2,,1,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,2,,,5,,3,,,45,54,0,18,,1,4,11,15,,9,1,7,22,,17,8,11,1,2,,96,127,0,,6,,,,,40,2,5,7,3,4,10,,6,1,2,18,,12,3,46,102,165,0,6,7,,28,,3,27,,,25,,75,96,0
1025,395,430,1,1703,15,Laxton-1703-15-recto,23,March,30,March,2,3,,,,,,,,,,3,1,,2,,,,,,,,,2,,1,,,2,,,,,,,,,1,,,2,5,,,,,,,1,,,,,,2,1,,,,,,1,,1,,,,,2,,,,,,,1,,,1,,,,,,,,1,,1,,,,2,1,,,,37,39,0,17,2,,5,13,13,,8,6,7,23,,16,9,9,,,,97,128,0,,3,,,,,36,,11,16,2,5,11,,10,3,2,17,,10,,50,73,176,0,5,16,,13,,3,31,,,9,,65,77,0
1026,396,431,1,1703,16,Laxton-1703-16-recto,30,March,6,April,1,2,,,,,1,1,2,1,,2,2,1,2,,,,1,1,1,,1,5,,1,2,1,,,,,,1,4,,,,,,,1,,,,,,,,,,1,1,,,,,,2,,1,,,2,,1,,,,,,1,1,,1,,,,,,,,1,,,,,,,,2,2,2,3,3,,2,29,60,0,21,2,,4,10,8,2,5,4,9,23,,14,10,17,,,,97,129,0,,5,,,,,32,5,6,7,3,7,13,,9,1,6,11,,7,6,52,111,170,0,6,9,,17,,,33,4,,17,,74,89,0
1027,397,432,1,1703,17,Laxton-1703-17-recto,6,April,13,April,,2,1,2,,,,2,1,,,1,,,2,,,1,,,,,,4,,,2,1,,,,1,,,2,1,1,,,,,,,3,,,,,1,,,,,1,,,,,1,,1,1,,,,,,,,,,1,,,,,1,,,,,,,,,2,1,,,4,,,1,,,1,1,26,44,0,21,2,2,4,11,11,,8,1,4,20,,15,12,14,2,,,85,127,0,,2,,,,,20,6,5,8,4,10,5,,6,3,8,15,,12,10,48,97,162,0,4,9,,28,,3,24,3,,12,,44,82,0
1028,398,435,1,1703,18,Laxton-1703-18-recto,13,April,20,April,2,3,,2,,,,,2,,,,1,4,,,,1,,,1,,,1,,1,,3,,,,1,,1,1,1,,1,1,,,1,,2,1,1,,2,1,,,1,,,,1,,,,,,2,,1,,,,,,,,,,,,,1,,,,,,2,,3,,1,,,,,,2,,,1,,27,50,0,18,,,4,7,,,8,1,4,20,,9,9,11,1,,,71,92,0,,3,,,,,16,1,8,7,5,3,9,,8,1,6,15,,10,,44,103,136,0,7,7,,27,,2,27,2,,23,,58,95,0
1144,433,235,1,1703,14,Laxton-1703-01-recto,14,December,21,December,,2,1,,,,1,,,,,1,1,,4,,,,1,,,,,2,1,1,,1,,1,2,1,,,1,,1,,,,,1,1,,,,3,1,1,,,,,4,,,,,2,,1,,,1,,2,,,,3,,,,,2,1,,,1,,,,,,1,,1,,1,,1,,,,,1,,30,51,0,17,2,1,2,13,5,,5,8,2,24,,11,11,13,1,,,98,115,0,,3,,,,,34,,8,7,3,2,9,,5,,6,15,,12,7,27,116,138,0,11,8,,18,,2,32,2,,13,,74,86,0
1145,434,259,1,1703,02,Laxton-1703-02-recto,21,December,28,December,,1,,2,,,3,,1,,1,,,1,,1,,,,,2,,,3,,1,2,4,,1,1,2,,,4,,,,,,,1,1,,,1,,,,,,1,2,1,1,,,,,,,,,,,2,,,,,,4,2,,,1,,,,2,,,2,,,,1,,1,1,,,5,1,,,1,29,61,0,29,1,1,4,14,6,,5,4,6,27,,15,10,15,2,,,105,139,0,,,,,,,36,3,8,11,4,3,13,,8,2,3,18,,13,3,38,113,163,0,5,11,,20,,3,32,4,,16,,76,91,
1146,435,260,1,1703,03,Laxton-1703-03-recto,28,December,4,January,,2,,1,1,,2,3,,,,1,3,2,6,,,,,,,,1,3,,,2,1,,,,1,1,,1,1,,,1,,1,1,,2,2,,,,,,,,1,,,3,,,,,,,,1,,2,1,,3,1,,1,,,,,,4,,,,,,,1,,1,,,,,2,4,,,,,27,64,0,23,3,,8,12,16,,13,3,13,19,,11,21,20,,,,107,162,0,,2,,,,,33,2,8,7,2,6,15,,15,2,6,14,,9,7,51,116,179,0,16,9,,27,,3,36,1,,14,,97,106,
1147,436,261,1,1703,04,"Laxton-1703-04-recto ",4,January,11,January,1,1,,,,,,,2,1,,1,2,,2,,,,,,3,,1,4,,2,,2,,4,,1,,,,,1,1,,1,1,2,2,,,,1,1,1,1,,1,1,3,1,,,,1,,4,,,,,2,2,,,,,1,1,,2,3,,,,,,,1,,1,,,,,,2,,3,,,1,1,40,70,0,16,1,,3,12,5,,7,6,5,26,,23,13,19,2,,,94,138,0,,2,,,,,28,,9,3,7,7,10,,13,4,2,12,,13,3,47,119,160,0,11,10,,27,,2,31,2,,25,,79,108,
1148,437,262,1,1703,05,Laxton-1703-05-recto,11,January,18,January,,2,,3,,,2,1,1,2,,,1,1,3,,,,,1,,,,5,1,,2,,,1,1,4,,1,3,4,1,,,,2,,1,,,,1,2,1,,,,5,,1,,1,,2,1,2,1,,,,,,3,1,1,,,1,1,,,,1,,,,,,1,2,1,1,,,2,,1,1,,,,2,43,79,0,28,7,2,5,26,15,1,6,6,8,27,,20,13,15,1,2,,91,182,0,,2,,,,,35,4,9,7,8,4,20,,9,3,5,17,,6,5,59,122,193,0,14,13,,30,,3,36,5,,19,,65,120,
1149,438,263,1,1703,06,Laxton-1703-06-recto,18,January,25,January,,1,1,2,1,2,1,1,2,2,,,2,1,4,,,,,1,4,,,1,,,1,4,,2,,1,1,,1,,2,,1,1,,4,1,1,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,1,,1,1,,2,,1,6,1,,,,28,65,0,30,3,1,7,6,6,,9,5,4,18,,15,9,13,1,1,,114,128,0,,3,,,,,36,,6,8,5,7,12,,9,2,5,18,,,1,41,101,153,0,18,5,,38,,9,34,4,,32,,95,140,
1150,439,264,1,1703,07,Laxton-1703-07-recto,25,January,1,February,1,,1,1,,1,,,3,,,1,1,,3,,,,,,,,,4,,,,2,2,,1,,,,,,,3,,,,2,1,2,,,,1,,,,,,,,,,,,,2,,,,,1,1,1,,,,1,,1,,,1,,,,,,,,,,2,,,,,1,,,,1,,45,42,0,25,3,,6,9,11,,4,2,11,31,,16,10,7,1,,,102,136,0,,2,,,,,29,7,13,7,3,6,14,,4,,3,22,,14,5,48,123,177,0,6,7,,40,,6,32,3,,13,,78,107,
1151,440,265,1,1703,08,Laxton-1703-08-recto,1,February,8,February,2,1,,,,,,,2,2,,,,,2,,,1,,,1,,,1,,,1,,,,,3,,3,4,2,,,,,,,2,2,,,,2,1,,,,,,,,,,2,,1,,,,,,,,2,,,,,,1,1,,,,,,,1,,1,,,,,,1,,,,,,1,29,43,0,17,,5,5,16,10,1,9,4,11,24,,17,12,12,1,1,,97,145,0,,2,,,,,35,2,6,8,7,3,9,,11,3,4,10,,11,3,51,127,165,0,13,8,,16,,6,35,1,,14,,75,93,
1193,441,266,1,1703,09,Laxton-1703-09-recto,8,February,15,February,1,3,,,,,,,2,1,1,3,2,2,1,,,,,,1,,,3,,,1,1,,,1,1,,,2,,,,,,,1,1,2,,,,2,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,3,,1,,,31,40,0,28,1,,1,8,11,,9,1,8,19,,15,14,11,,,,80,126,0,,2,,,,,35,,4,6,6,3,9,,8,3,2,17,,5,5,52,86,157,0,18,12,,35,,8,26,3,,18,,74,120,
1194,442,267,1,1703,10,Laxton-1703-10-recto,15,February,22,February,2,2,,4,,,1,1,1,,1,,,,3,1,1,,,,,,,2,,1,,1,,,1,,1,,3,1,1,,,,1,,,3,1,,2,2,,,,1,,2,,,,,,,2,1,,,1,,1,1,,,,1,2,,,2,1,,,,2,,,,,,,1,,,3,1,,1,1,,1,46,62,0,22,1,,3,17,8,,7,5,5,25,,20,13,17,3,2,,95,148,0,,2,,,,,36,2,5,5,3,6,7,,8,4,2,13,,10,3,53,113,159,0,12,9,,26,,8,35,2,,25,,81,117,
1195,443,268,1,1703,11," Laxton-1703-11-recto",22,February,29,February,,1,2,4,,,,1,1,,1,1,1,,,,2,,,,2,,,3,,,2,,2,,1,,,1,3,,,,,,1,,3,2,,,2,1,,,,,,1,,,,,,,6,,,2,,,1,,,1,,1,1,,,,,2,,,,,,,1,1,,,,2,,,,1,1,1,,36,59,0,25,,1,4,20,6,,4,4,7,18,,19,6,15,2,,,108,131,0,,3,,,,,36,1,11,2,4,7,17,,6,2,2,22,,13,2,47,111,175,0,15,8,,21,,4,38,8,,17,,70,111,
1196,444,269,1,1703,12,Laxton-1703-12-recto,29,February,7,March,,1,,,,1,,1,1,,,2,,,5,1,,,,,1,,,1,,,1,3,2,,,,1,,3,1,,2,1,,,1,,2,,,1,1,1,,,,,2,,,,,1,,,,,,,,1,,2,,,1,3,,,,,1,,,,,1,,1,1,1,1,,1,1,,4,1,1,1,2,47,61,0,21,2,1,5,4,9,3,11,7,4,21,,16,12,11,2,,,114,129,0,,1,,,,,35,2,6,8,5,5,6,,7,3,5,15,,9,4,56,111,167,0,12,13,,25,,4,31,4,,20,,74,109,
1197,445,270,1,1703,13," Laxton-1703-13-recto",7,March,14,March,1,3,6,1,,2,,1,1,,,1,,,1,1,,,,,,,,2,1,1,1,1,,1,,,,,1,1,,2,,,,1,2,,,,1,1,1,,,,3,,2,1,,,,,,1,,,,,,,,1,,2,,,1,,,,,,,,,,1,1,,,1,,,1,6,,2,,,24,58,0,19,2,1,7,14,15,,6,3,13,30,,19,12,14,,1,,87,156,0,,4,,,,,38,3,7,6,2,1,10,,6,4,,18,,12,,43,91,154,0,12,9,,30,,7,31,2,,18,,78,109,
1198,446,294,1,1703,14," Laxton-1703-14-recto",14,March,21,March,1,2,,,,,,,1,1,,1,,1,2,,2,,,,1,,,1,,,1,4,,,1,,,,1,1,,,,,,,1,1,1,,,1,1,,,,,,1,,,,2,4,,,,1,,2,1,,,1,,,,,1,1,1,,,,,,,1,1,1,1,1,,,1,,2,,2,,,42,51,0,37,3,1,3,20,14,,7,3,5,16,,14,10,12,1,1,,104,147,0,,3,,,,,39,2,4,8,2,6,11,,6,2,1,12,,8,1,47,113,152,0,10,10,,25,,2,43,1,,19,,69,110,0
1199,447,295,1,1704,15,Laxton-1704-15-recto,21,March,28,March,,1,,,,,,,,1,,,1,1,1,1,,,,,3,,,7,,,2,3,,,2,,,2,1,,,,,,,1,1,,,,1,2,1,,,,,,,1,,,2,,,,,1,,1,1,1,,,,1,,,2,2,,,,1,,,,,,,1,,,3,,1,1,1,,,1,32,53,0,26,3,,6,15,9,,6,3,8,21,,8,8,17,1,1,,87,132,0,,2,,,,,31,2,3,8,3,4,8,,12,2,4,21,,7,6,45,109,158,0,16,8,,17,,4,35,2,,23,,64,105,0
1200,448,296,1,1704,16,Laxton-1704-16-recto,28,March,4,April,,,1,2,,,1,,1,,,1,1,1,,1,,1,,,2,,,4,,,2,1,,,1,1,,1,2,,1,2,,,2,2,1,,,1,1,1,,,,1,,,,,,,,,,,,,,2,,,,,,3,,1,,,1,,,,1,,1,,1,,,,,1,1,,2,,1,,1,46,52,0,25,1,,2,12,9,,4,4,3,19,,6,12,11,,3,,101,111,0,,2,,,,,23,3,8,5,4,3,14,,8,3,3,13,,5,,45,107,139,0,6,9,,26,,5,37,2,,18,,56,103,0
