year,week_number,unique_identifier,start_day,start_month,end_day,end_month,death,count,descriptive_text
1700,1,Laxton-1700-01-verso,17,December,24,December,Purples,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Quinsie,1,
1700,1,Laxton-1700-01-verso,17,December,24,December,Rash,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Rheumatism,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Rickets,7,
1700,1,Laxton-1700-01-verso,17,December,24,December,Rising of the Lights,2,
1700,1,Laxton-1700-01-verso,17,December,24,December,Running of the Reins,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Rupture,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Scald Head,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Scarlet Fever,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Sciatica,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Scowring,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Scurvy,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Sores,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Shingles,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Spleen,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Spotted-Fever,2,
1700,1,Laxton-1700-01-verso,17,December,24,December,St. Anthony's Fire,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Starved,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Still-born,16,
1700,1,Laxton-1700-01-verso,17,December,24,December,Stone,1,
1700,1,Laxton-1700-01-verso,17,December,24,December,Stopping of the Stomach,10,
1700,1,Laxton-1700-01-verso,17,December,24,December,Strangury,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Strongullion,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Suddenly,1,
1700,1,Laxton-1700-01-verso,17,December,24,December,Surfeit,2,
1700,1,Laxton-1700-01-verso,17,December,24,December,Swelling in the Throat,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Swine-Pox,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Teeth,14,
1700,1,Laxton-1700-01-verso,17,December,24,December,Thrush,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Tissick,5,
1700,1,Laxton-1700-01-verso,17,December,24,December,Tympany,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Twisting of the Guts,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Ulcer,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Vapours,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Vomiting,1,
1700,1,Laxton-1700-01-verso,17,December,24,December,Water in the Head,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Wen,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Wind,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Wolf,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Worms,1,
1700,1,Laxton-1700-01-verso,17,December,24,December,Killed,,
1700,1,Laxton-1700-01-verso,17,December,24,December,Suicide,2,Hang'd at St. Botolph by Bishopsgate... being Lunatick; Shot themselves 2... with a Pistol being distracted at St. James Westminster 1.
1700,1,Laxton-1700-01-verso,17,December,24,December,Other,5,
1700,1,Laxton-1700-01-verso,17,December,24,December,Christened (Male),136,
1700,1,Laxton-1700-01-verso,17,December,24,December,Christened (Female),106,
1700,1,Laxton-1700-01-verso,17,December,24,December,Christened (In All),242,
1700,1,Laxton-1700-01-verso,17,December,24,December,Buried (Male),160,
1700,1,Laxton-1700-01-verso,17,December,24,December,Buried (Female),217,
1700,1,Laxton-1700-01-verso,17,December,24,December,Buried (All),377,
1700,1,Laxton-1700-01-verso,17,December,24,December,Increase/Decrease in Burials,-47,
1700,2,Laxton-1700-02-verso,24,December,31,December,Abortive,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Aged,23,
1700,2,Laxton-1700-02-verso,24,December,31,December,Ague,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Apoplexy,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Asthma,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Bed-ridden,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Blasted,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Bleeding,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Bloody-flux,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Calenture,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Cancer,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Canker,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Chicken Pox,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Child-Bed,5,
1700,2,Laxton-1700-02-verso,24,December,31,December,Chrisoms,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Cold,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Colick,2,
1700,2,Laxton-1700-02-verso,24,December,31,December,Consumption,55,
1700,2,Laxton-1700-02-verso,24,December,31,December,Convulsion,85,
1700,2,Laxton-1700-02-verso,24,December,31,December,Cough,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Cramp,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Diabetes,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Dropsie,12,
1700,2,Laxton-1700-02-verso,24,December,31,December,Drowned,2,One at St Magnus by London-Bridge. And one accidentally at St Dunstan at Stepney
1700,2,Laxton-1700-02-verso,24,December,31,December,Executed,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Falling-sickness,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Fever,71,
1700,2,Laxton-1700-02-verso,24,December,31,December,Fistula,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Flox and Small-Pox,39,
1700,2,Laxton-1700-02-verso,24,December,31,December,Flux,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Found dead,,
1700,2,Laxton-1700-02-verso,24,December,31,December,French-Pox,2,
1700,2,Laxton-1700-02-verso,24,December,31,December,Frets,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Gangreen,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Gout,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Gravel,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Grief,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Griping in the Guts,15,
1700,2,Laxton-1700-02-verso,24,December,31,December,Headache,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Headmouldshot,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Hooping Cough,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Hiccough,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Horshoehead,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Impostume,3,
1700,2,Laxton-1700-02-verso,24,December,31,December,Infants,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Inflammation,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Itch,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Jaundies,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Jaw-fallen,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Kings Evil,2,
1700,2,Laxton-1700-02-verso,24,December,31,December,Leprosie,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Lethargy,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Liver-grown,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Looseness,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Lunatick and Frenzy,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Malignant Fever,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Meagrim,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Measles,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Miscarriage,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Mortification,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Mother,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Noli me tangere,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Overlaid,3,
1700,2,Laxton-1700-02-verso,24,December,31,December,Palsie,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Plague,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Planet,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Plurisie,2,
1700,2,Laxton-1700-02-verso,24,December,31,December,Purples,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Quinsie,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Rash,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Rheumatism,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Rickets,6,
1700,2,Laxton-1700-02-verso,24,December,31,December,Rising of the Lights,3,
1700,2,Laxton-1700-02-verso,24,December,31,December,Running of the Reins,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Rupture,3,
1700,2,Laxton-1700-02-verso,24,December,31,December,Scald Head,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Scarlet Fever,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Sciatica,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Scowring,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Scurvy,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Sores,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Shingles,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Spleen,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Spotted-Fever,3,
1700,2,Laxton-1700-02-verso,24,December,31,December,St. Anthony's Fire,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Starved,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Still-born,18,
1700,2,Laxton-1700-02-verso,24,December,31,December,Stone,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Stopping of the Stomach,15,
1700,2,Laxton-1700-02-verso,24,December,31,December,Strangury,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Strongullion,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Suddenly,2,
1700,2,Laxton-1700-02-verso,24,December,31,December,Surfeit,2,
1700,2,Laxton-1700-02-verso,24,December,31,December,Swelling in the Throat,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Swine-Pox,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Teeth,26,
1700,2,Laxton-1700-02-verso,24,December,31,December,Thrush,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Tissick,5,
1700,2,Laxton-1700-02-verso,24,December,31,December,Tympany,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Twisting of the Guts,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Ulcer,2,
1700,2,Laxton-1700-02-verso,24,December,31,December,Vapours,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Vomiting,1,
1700,2,Laxton-1700-02-verso,24,December,31,December,Water in the Head,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Wen,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Wind,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Wolf,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Worms,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Killed,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Suicide,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Other,,
1700,2,Laxton-1700-02-verso,24,December,31,December,Christened (Male),175,
1700,2,Laxton-1700-02-verso,24,December,31,December,Christened (Female),139,
1700,2,Laxton-1700-02-verso,24,December,31,December,Christened (In All),314,
1700,2,Laxton-1700-02-verso,24,December,31,December,Buried (Male),209,
1700,2,Laxton-1700-02-verso,24,December,31,December,Buried (Female),209,
1700,2,Laxton-1700-02-verso,24,December,31,December,Buried (All),418,
1700,2,Laxton-1700-02-verso,24,December,31,December,Increase/Decrease in Burials,41,
1700,3,Laxton-1700-03-verso,31,December,7,January,Abortive,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Aged,24,
1700,3,Laxton-1700-03-verso,31,December,7,January,Ague,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Apoplexy,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Asthma,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Bed-ridden,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Blasted,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Bleeding,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Bloody-flux,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Calenture,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Cancer,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Canker,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Chicken Pox,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Child-Bed,3,
1700,3,Laxton-1700-03-verso,31,December,7,January,Chrisoms,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Cold,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Colick,2,
1700,3,Laxton-1700-03-verso,31,December,7,January,Consumption,48,
1700,3,Laxton-1700-03-verso,31,December,7,January,Convulsion,76,
1700,3,Laxton-1700-03-verso,31,December,7,January,Cough,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Cramp,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Diabetes,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Dropsie,16,
1700,3,Laxton-1700-03-verso,31,December,7,January,Drowned,2,"Drowned accidentally 2, One at St. Saviour in Souhwark. And one in the River of Thames at St John at Wapping"
1700,3,Laxton-1700-03-verso,31,December,7,January,Executed,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Falling-sickness,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Fever,41,
1700,3,Laxton-1700-03-verso,31,December,7,January,Fistula,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Flox and Small-Pox,43,
1700,3,Laxton-1700-03-verso,31,December,7,January,Flux,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Found dead,,
1700,3,Laxton-1700-03-verso,31,December,7,January,French-Pox,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Frets,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Gangreen,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Gout,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Gravel,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Grief,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Griping in the Guts,14,
1700,3,Laxton-1700-03-verso,31,December,7,January,Headache,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Headmouldshot,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Hooping Cough,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Hiccough,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Horshoehead,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Impostume,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Infants,2,
1700,3,Laxton-1700-03-verso,31,December,7,January,Inflammation,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Itch,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Jaundies,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Jaw-fallen,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Kings Evil,3,
1700,3,Laxton-1700-03-verso,31,December,7,January,Leprosie,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Lethargy,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Liver-grown,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Looseness,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Lunatick and Frenzy,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Malignant Fever,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Meagrim,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Measles,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Miscarriage,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Mortification,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Mother,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Noli me tangere,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Overlaid,2,
1700,3,Laxton-1700-03-verso,31,December,7,January,Palsie,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Plague,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Planet,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Plurisie,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Purples,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Quinsie,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Rash,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Rheumatism,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Rickets,3,
1700,3,Laxton-1700-03-verso,31,December,7,January,Rising of the Lights,2,
1700,3,Laxton-1700-03-verso,31,December,7,January,Running of the Reins,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Rupture,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Scald Head,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Scarlet Fever,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Sciatica,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Scowring,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Scurvy,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Sores,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Shingles,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Spleen,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Spotted-Fever,2,
1700,3,Laxton-1700-03-verso,31,December,7,January,St. Anthony's Fire,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Starved,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Still-born,12,
1700,3,Laxton-1700-03-verso,31,December,7,January,Stone,2,
1700,3,Laxton-1700-03-verso,31,December,7,January,Stopping of the Stomach,6,
1700,3,Laxton-1700-03-verso,31,December,7,January,Strangury,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Strongullion,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Suddenly,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Surfeit,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Swelling in the Throat,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Swine-Pox,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Teeth,18,
1700,3,Laxton-1700-03-verso,31,December,7,January,Thrush,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Tissick,20,
1700,3,Laxton-1700-03-verso,31,December,7,January,Tympany,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Twisting of the Guts,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Ulcer,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Vapours,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Vomiting,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Water in the Head,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Wen,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Wind,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Wolf,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Worms,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Killed,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Suicide,,
1700,3,Laxton-1700-03-verso,31,December,7,January,Other,1,
1700,3,Laxton-1700-03-verso,31,December,7,January,Christened (Male),169,
1700,3,Laxton-1700-03-verso,31,December,7,January,Christened (Female),158,
1700,3,Laxton-1700-03-verso,31,December,7,January,Christened (In All),327,
1700,3,Laxton-1700-03-verso,31,December,7,January,Buried (Male),173,
1700,3,Laxton-1700-03-verso,31,December,7,January,Buried (Female),185,
1700,3,Laxton-1700-03-verso,31,December,7,January,Buried (All),358,
1700,3,Laxton-1700-03-verso,31,December,7,January,Increase/Decrease in Burials,-60,
1700,4,Laxton-1700-4-verso,7,January,14,January,Abortive,11,
1700,4,Laxton-1700-4-verso,7,January,14,January,Aged,42,
1700,4,Laxton-1700-4-verso,7,January,14,January,Ague,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Apoplexy,2,
1700,4,Laxton-1700-4-verso,7,January,14,January,Asthma,1,
1700,4,Laxton-1700-4-verso,7,January,14,January,Bed-ridden,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Blasted,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Bleeding,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Bloody-flux,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Calenture,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Cancer,3,
1700,4,Laxton-1700-4-verso,7,January,14,January,Canker,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Chicken Pox,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Child-Bed,6,
1700,4,Laxton-1700-4-verso,7,January,14,January,Chrisoms,2,
1700,4,Laxton-1700-4-verso,7,January,14,January,Cold,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Colick,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Consumption,63,
1700,4,Laxton-1700-4-verso,7,January,14,January,Convulsion,121,
1700,4,Laxton-1700-4-verso,7,January,14,January,Cough,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Cramp,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Diabetes,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Dropsie,17,
1700,4,Laxton-1700-4-verso,7,January,14,January,Drowned,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Executed,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Falling-sickness,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Fever,60,
1700,4,Laxton-1700-4-verso,7,January,14,January,Fistula,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Flox and Small-Pox,28,
1700,4,Laxton-1700-4-verso,7,January,14,January,Flux,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Found dead,,
1700,4,Laxton-1700-4-verso,7,January,14,January,French-Pox,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Frets,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Gangreen,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Gout,1,
1700,4,Laxton-1700-4-verso,7,January,14,January,Gravel,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Grief,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Griping in the Guts,23,
1700,4,Laxton-1700-4-verso,7,January,14,January,Headache,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Headmouldshot,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Hooping Cough,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Hiccough,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Horshoehead,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Impostume,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Infants,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Inflammation,,
1700,4,Laxton-1700-4-verso,7,January,14,January,Itch,,
