unique_identifier,start_day,start_month,start_year,end_day,end_month,end_year,parish_name,count,count_type,week,bill_type,source,year
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Leonard Fosterlane,47,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Magnus Parish,41,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Margaret Lothbury,48,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Margaret Moses,5,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Margaret Newfishstreet,0,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Margaret Pattons,17,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Abchurch,30,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Aldermanbury,46,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Aldermary,37,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary le Bow,37,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Bothaw,3,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Colechurch,2,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Hill,32,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Mounthaw,11,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Sommerset,49,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Stayning,17,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Woolchurch,1,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Woolnoth,54,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Martin Iremongerlane,7,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Martin Ludgate,49,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Martin Orgars,39,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Martin Outwich,16,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Martin Vintrey,37,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Matthew Fridaystreet,31,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Maudlin Milkstreet,1,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Maudlin Oldfishstreet,54,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Michael Bassishaw,33,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Michael Cornhil,35,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Michael Crookedlane,28,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Michael Queenhithe,58,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Michael Quern,22,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Michael Royal,19,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Michael Woodstreet,23,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mildred Breadstreet,17,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mildred Poultrey,33,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Nicholas Acons,3,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Nicholas Coleabby,21,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Nicholas Olaves,17,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Olave Hartstreet,64,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Olave Jewry,21,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Olave Silverstreet,36,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Pancras,14,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Peter Ad Vincula,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Peter Cheap,12,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Peter Cornhil,40,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Peter Paulswharf,16,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Peter Poor,30,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Steven Colemanstreet,167,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Steven Walbrook,29,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Swithin,41,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Thomas Apostles,29,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Trinity Parish,0,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Andrew Holborn,952,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Bartholomew Great,109,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Bartholomew Less,39,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Botolph Aldersgate,214,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Botolph Aldgate,793,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Botolph Bishopsgate,618,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Bridewel Precinct,30,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Bridget,467,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St John Southwark,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Dunstan West,334,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St George Southwark,369,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Giles Cripplegate,1700,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Olave Southwark,936,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Saviours Southwark,627,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,S Sepulchres Parish,830,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Thomas Southwark,88,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Trinity Minories,30,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Pesthouse Without the Walls,0,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Ann in Middlesex,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Christ Church in Middlesex,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Christ Church in Surry,158,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St George in Bloomsburg,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St George in Middlesex,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St George by Queen's Square,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Giles in the Field,1249,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Hackney Parish,117,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St John at Wapping,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St James Clerkenwel,394,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Katharine Tower,198,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Lambeth Parish,304,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Leonard Shoreditch,611,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Luke in Middlesex,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Magdalen Bermondsey,570,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Matthew at Bethnal Green,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Islington,141,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Newington,273,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Whitechappel,1098,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Pauls Shadwel,541,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Rothorith Parish,174,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Stepney Parish,2112,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Ann in Westminster,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Clement Danes,594,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St George Hanover-square,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St James in Westminster,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St John the Evangelist,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Paul Covent Garden,218,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Martin in the fields,2387,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary Savoy,147,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Mary le Strand,,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,St Margaret Westminster,880,Total,90,General,millar post-plague,1680
Millar-1680-1681-GeneralBill,14,December,1680,19,December,1681,Pesthouse in Westminster,0,Total,90,General,millar post-plague,1680
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Alban Woodstreet,33,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,Alhallows Barking,111,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,Alhallows Breadstreet,18,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,Alhallows Great,60,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,Alhallows Honylane,0,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,Alhallows Lesse,22,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,Alhallows Lumbardstreet,29,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,Alhallows Stayning,22,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,Alhallows the Wall,60,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Alphage,44,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Andrew Hubbard,14,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Andrew Undershaft,42,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Andrew Wardrobe,54,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Ann Aldersgate,40,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Ann Blackfryers,139,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Antholins Parish,19,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Austins Parish,14,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Bartholomew Exchange,18,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Bennet Fynck,29,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Bennet Gracechurch,5,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Bennet Paulswharf,56,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Bennet Sherehog,1,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Botolph Billingsgate,9,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,Christ Church,88,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Christophers,16,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Clement Eastcheap,8,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Dionis Backchurch,36,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Dunstan East,70,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Edmund Lumbardstr.,26,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Ethelborough,28,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Faith,44,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Foster,31,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Gabriel Fenchurch,18,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St George Botolphlane,11,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Gregory by St Pauls,76,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Hellen,38,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St James Dukes place,45,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St James Garlickhithe,47,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St John Baptist,17,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St John Evangelist,9,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St John Zachary,24,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Katharine Coleman,51,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Katharine Creechurch,72,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Lawrence Jewry,60,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Lawrence Pountney,22,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Leonard Eastcheap,7,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Leonard Fosterlane,42,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Magnus Parish,39,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Margaret Lothbury,44,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Margaret Moses,2,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Margaret Newfishstreet,0,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Margaret Pattons,10,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Abchurch,25,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Aldermanbury,25,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Aldermary,31,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary le Bow,34,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Bothaw,10,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Colechurch,5,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Hill,34,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Mounthaw,9,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Sommerset,43,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Stayning,20,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Woolchurch,1,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mary Woolnoth,27,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Martin Iremongerlane,3,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Martin Ludgate,45,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Martin Orgars,22,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Martin Outwich,14,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Martin Vintrey,41,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Matthew Fridaystreet,22,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Maudlin Milkstreet,0,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Maudlin Oldfishstreet,44,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Michael Bassishaw,26,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Michael Cornhil,32,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Michael Crookedlane,26,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Michael Queenhithe,69,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Michael Quern,10,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Michael Royal,11,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Michael Woodstreet,19,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mildred Breadstreet,10,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Mildred Poultrey,30,Total,90,General,millar post-plague,1681
Millar-1681-1682-GeneralBill,19,December,1681,19,December,1682,St Nicholas Acons,5,Total,90,General,millar post-plague,1681
