year,week_number,unique_identifier,start_day,start_month,end_day,end_month,death,count
1668,2,1668-02-verso,29,December,5,January,Ulcer,1
1668,2,1668-02-verso,29,December,5,January,Vomiting,
1668,2,1668-02-verso,29,December,5,January,Wen,
1668,2,1668-02-verso,29,December,5,January,Wind,1
1668,2,1668-02-verso,29,December,5,January,Wolf,
1668,2,1668-02-verso,29,December,5,January,Worms,4
1668,2,1668-02-verso,29,December,5,January,Killed,2
1668,2,1668-02-verso,29,December,5,January,Suicide,
1668,2,1668-02-verso,29,December,5,January,Other Casualties,1
1668,2,1668-02-verso,29,December,5,January,Christened (Male),128
1668,2,1668-02-verso,29,December,5,January,Christened (Female),126
1668,2,1668-02-verso,29,December,5,January,Christened (In All),254
1668,2,1668-02-verso,29,December,5,January,Buried (Male),193
1668,2,1668-02-verso,29,December,5,January,Buried (Female),156
1668,2,1668-02-verso,29,December,5,January,Buried (All),349
1668,2,1668-02-verso,29,December,5,January,Plague Deaths,0
1668,2,1668-02-verso,29,December,5,January,Increase/Decrease in Burials,64
1668,2,1668-02-verso,29,December,5,January,Increase/Decrease in Plague Deaths,0
1668,2,1668-02-verso,29,December,5,January,Parishes Clear of the Plague,47
1668,2,1668-02-verso,29,December,5,January,Parishes Infected (with Plague),0
1668,2,1668-02-verso,29,December,5,January,Ounces in Penny Wheaten Loaf,10
1668,2,1668-02-verso,29,December,5,January,Ounces in Three Half-Penny White Loaf,10
1668,3,1668-03-verso,5,January,12,January,Abortive,1
1668,3,1668-03-verso,5,January,12,January,Aged,26
1668,3,1668-03-verso,5,January,12,January,Ague,1
1668,3,1668-03-verso,5,January,12,January,Apoplexy,
1668,3,1668-03-verso,5,January,12,January,Bed-ridden,
1668,3,1668-03-verso,5,January,12,January,Blasted,
1668,3,1668-03-verso,5,January,12,January,Bleeding,
1668,3,1668-03-verso,5,January,12,January,Bloody-flux,
1668,3,1668-03-verso,5,January,12,January,Calenture,
1668,3,1668-03-verso,5,January,12,January,Cancer,1
1668,3,1668-03-verso,5,January,12,January,Canker,
1668,3,1668-03-verso,5,January,12,January,Child-Bed,6
1668,3,1668-03-verso,5,January,12,January,Chrisoms,16
1668,3,1668-03-verso,5,January,12,January,Cold,
1668,3,1668-03-verso,5,January,12,January,Colick,
1668,3,1668-03-verso,5,January,12,January,Consumption,62
1668,3,1668-03-verso,5,January,12,January,Convulsion,30
1668,3,1668-03-verso,5,January,12,January,Cough,
1668,3,1668-03-verso,5,January,12,January,Cramp,
1668,3,1668-03-verso,5,January,12,January,Diabetes,
1668,3,1668-03-verso,5,January,12,January,Dropsie,30
1668,3,1668-03-verso,5,January,12,January,Drowned,
1668,3,1668-03-verso,5,January,12,January,Falling-sickness,
1668,3,1668-03-verso,5,January,12,January,Fever,21
1668,3,1668-03-verso,5,January,12,January,Fistula,1
1668,3,1668-03-verso,5,January,12,January,Flox and Small-Pox,9
1668,3,1668-03-verso,5,January,12,January,Flux,1
1668,3,1668-03-verso,5,January,12,January,French-Pox,3
1668,3,1668-03-verso,5,January,12,January,Frets,
1668,3,1668-03-verso,5,January,12,January,Gangreen,
1668,3,1668-03-verso,5,January,12,January,Gout,
1668,3,1668-03-verso,5,January,12,January,Grief,
1668,3,1668-03-verso,5,January,12,January,Griping in the Guts,51
1668,3,1668-03-verso,5,January,12,January,Headache,
1668,3,1668-03-verso,5,January,12,January,Headmouldshot,
1668,3,1668-03-verso,5,January,12,January,Hiccough,
1668,3,1668-03-verso,5,January,12,January,Jaundies,1
1668,3,1668-03-verso,5,January,12,January,Jaw-fallen,
1668,3,1668-03-verso,5,January,12,January,Impostume,
1668,3,1668-03-verso,5,January,12,January,Infants,10
1668,3,1668-03-verso,5,January,12,January,Itch,
1668,3,1668-03-verso,5,January,12,January,Kings Evil,1
1668,3,1668-03-verso,5,January,12,January,Leprosie,
1668,3,1668-03-verso,5,January,12,January,Lethargy,
1668,3,1668-03-verso,5,January,12,January,Liver-grown,
1668,3,1668-03-verso,5,January,12,January,Lunatick,
1668,3,1668-03-verso,5,January,12,January,Meagrim,
1668,3,1668-03-verso,5,January,12,January,Measles,
1668,3,1668-03-verso,5,January,12,January,Mother,
1668,3,1668-03-verso,5,January,12,January,Noli me tangere,
1668,3,1668-03-verso,5,January,12,January,Overlaid,
1668,3,1668-03-verso,5,January,12,January,Palsie,2
1668,3,1668-03-verso,5,January,12,January,Plague,
1668,3,1668-03-verso,5,January,12,January,Plurisie,
1668,3,1668-03-verso,5,January,12,January,Purples,
1668,3,1668-03-verso,5,January,12,January,Quinsie,
1668,3,1668-03-verso,5,January,12,January,Rheumatism,
1668,3,1668-03-verso,5,January,12,January,Rickets,4
1668,3,1668-03-verso,5,January,12,January,Rising of the Lights,9
1668,3,1668-03-verso,5,January,12,January,Running of the Reins,
1668,3,1668-03-verso,5,January,12,January,Rupture,
1668,3,1668-03-verso,5,January,12,January,St. Anthony's Fire,
1668,3,1668-03-verso,5,January,12,January,Scald Head,
1668,3,1668-03-verso,5,January,12,January,Sciatica,
1668,3,1668-03-verso,5,January,12,January,Scowring,
1668,3,1668-03-verso,5,January,12,January,Scurvy,1
1668,3,1668-03-verso,5,January,12,January,Shingles,
1668,3,1668-03-verso,5,January,12,January,Spleen,
1668,3,1668-03-verso,5,January,12,January,Spotted-Fever,
1668,3,1668-03-verso,5,January,12,January,Still-born,11
1668,3,1668-03-verso,5,January,12,January,Stone,
1668,3,1668-03-verso,5,January,12,January,Stopping of the Stomach,11
1668,3,1668-03-verso,5,January,12,January,Strangury,1
1668,3,1668-03-verso,5,January,12,January,Suddenly,1
1668,3,1668-03-verso,5,January,12,January,Surfeit,12
1668,3,1668-03-verso,5,January,12,January,Swine-Pox,1
1668,3,1668-03-verso,5,January,12,January,Teeth,22
1668,3,1668-03-verso,5,January,12,January,Thrush,2
1668,3,1668-03-verso,5,January,12,January,Tissick,19
1668,3,1668-03-verso,5,January,12,January,Tympany,1
1668,3,1668-03-verso,5,January,12,January,Ulcer,3
1668,3,1668-03-verso,5,January,12,January,Vomiting,
1668,3,1668-03-verso,5,January,12,January,Wen,
1668,3,1668-03-verso,5,January,12,January,Wind,
1668,3,1668-03-verso,5,January,12,January,Wolf,
1668,3,1668-03-verso,5,January,12,January,Worms,4
1668,3,1668-03-verso,5,January,12,January,Killed,3
1668,3,1668-03-verso,5,January,12,January,Suicide,2
1668,3,1668-03-verso,5,January,12,January,Other Casualties,
1668,3,1668-03-verso,5,January,12,January,Christened (Male),127
1668,3,1668-03-verso,5,January,12,January,Christened (Female),125
1668,3,1668-03-verso,5,January,12,January,Christened (In All),252
1668,3,1668-03-verso,5,January,12,January,Buried (Male),203
1668,3,1668-03-verso,5,January,12,January,Buried (Female),177
1668,3,1668-03-verso,5,January,12,January,Buried (All),380
1668,3,1668-03-verso,5,January,12,January,Plague Deaths,0
1668,3,1668-03-verso,5,January,12,January,Increase/Decrease in Burials,31
1668,3,1668-03-verso,5,January,12,January,Increase/Decrease in Plague Deaths,0
1668,3,1668-03-verso,5,January,12,January,Parishes Clear of the Plague,47
1668,3,1668-03-verso,5,January,12,January,Parishes Infected (with Plague),0
1668,3,1668-03-verso,5,January,12,January,Ounces in Penny Wheaten Loaf,10
1668,3,1668-03-verso,5,January,12,January,Ounces in Three Half-Penny White Loaf,10
1668,4,1668-04-verso,12,January,19,January,Abortive,2
1668,4,1668-04-verso,12,January,19,January,Aged,28
1668,4,1668-04-verso,12,January,19,January,Ague,
1668,4,1668-04-verso,12,January,19,January,Apoplexy,
1668,4,1668-04-verso,12,January,19,January,Bed-ridden,
1668,4,1668-04-verso,12,January,19,January,Blasted,
1668,4,1668-04-verso,12,January,19,January,Bleeding,
1668,4,1668-04-verso,12,January,19,January,Bloody-flux,
1668,4,1668-04-verso,12,January,19,January,Calenture,
1668,4,1668-04-verso,12,January,19,January,Cancer,
1668,4,1668-04-verso,12,January,19,January,Canker,
1668,4,1668-04-verso,12,January,19,January,Child-Bed,7
1668,4,1668-04-verso,12,January,19,January,Chrisoms,8
1668,4,1668-04-verso,12,January,19,January,Cold,
1668,4,1668-04-verso,12,January,19,January,Colick,
1668,4,1668-04-verso,12,January,19,January,Consumption,65
1668,4,1668-04-verso,12,January,19,January,Convulsion,35
1668,4,1668-04-verso,12,January,19,January,Cough,3
1668,4,1668-04-verso,12,January,19,January,Cramp,
1668,4,1668-04-verso,12,January,19,January,Diabetes,
1668,4,1668-04-verso,12,January,19,January,Dropsie,35
1668,4,1668-04-verso,12,January,19,January,Drowned,2
1668,4,1668-04-verso,12,January,19,January,Falling-sickness,
1668,4,1668-04-verso,12,January,19,January,Fever,27
1668,4,1668-04-verso,12,January,19,January,Fistula,
1668,4,1668-04-verso,12,January,19,January,Flox and Small-Pox,27
1668,4,1668-04-verso,12,January,19,January,Flux,
1668,4,1668-04-verso,12,January,19,January,French-Pox,
1668,4,1668-04-verso,12,January,19,January,Frets,
1668,4,1668-04-verso,12,January,19,January,Gangreen,
1668,4,1668-04-verso,12,January,19,January,Gout,1
1668,4,1668-04-verso,12,January,19,January,Grief,1
1668,4,1668-04-verso,12,January,19,January,Griping in the Guts,44
1668,4,1668-04-verso,12,January,19,January,Headache,
1668,4,1668-04-verso,12,January,19,January,Headmouldshot,1
1668,4,1668-04-verso,12,January,19,January,Hiccough,
1668,4,1668-04-verso,12,January,19,January,Jaundies,1
1668,4,1668-04-verso,12,January,19,January,Jaw-fallen,
1668,4,1668-04-verso,12,January,19,January,Impostume,1
1668,4,1668-04-verso,12,January,19,January,Infants,5
1668,4,1668-04-verso,12,January,19,January,Itch,
1668,4,1668-04-verso,12,January,19,January,Kings Evil,
1668,4,1668-04-verso,12,January,19,January,Leprosie,
1668,4,1668-04-verso,12,January,19,January,Lethargy,1
1668,4,1668-04-verso,12,January,19,January,Liver-grown,
1668,4,1668-04-verso,12,January,19,January,Lunatick,
1668,4,1668-04-verso,12,January,19,January,Meagrim,
1668,4,1668-04-verso,12,January,19,January,Measles,
1668,4,1668-04-verso,12,January,19,January,Mother,
1668,4,1668-04-verso,12,January,19,January,Noli me tangere,
1668,4,1668-04-verso,12,January,19,January,Overlaid,2
1668,4,1668-04-verso,12,January,19,January,Palsie,1
1668,4,1668-04-verso,12,January,19,January,Plague,
1668,4,1668-04-verso,12,January,19,January,Plurisie,1
1668,4,1668-04-verso,12,January,19,January,Purples,
1668,4,1668-04-verso,12,January,19,January,Quinsie,
1668,4,1668-04-verso,12,January,19,January,Rheumatism,
1668,4,1668-04-verso,12,January,19,January,Rickets,14
1668,4,1668-04-verso,12,January,19,January,Rising of the Lights,4
1668,4,1668-04-verso,12,January,19,January,Running of the Reins,
1668,4,1668-04-verso,12,January,19,January,Rupture,1
1668,4,1668-04-verso,12,January,19,January,St. Anthony's Fire,
1668,4,1668-04-verso,12,January,19,January,Scald Head,
1668,4,1668-04-verso,12,January,19,January,Sciatica,
1668,4,1668-04-verso,12,January,19,January,Scowring,
1668,4,1668-04-verso,12,January,19,January,Scurvy,4
1668,4,1668-04-verso,12,January,19,January,Shingles,
1668,4,1668-04-verso,12,January,19,January,Spleen,
1668,4,1668-04-verso,12,January,19,January,Spotted-Fever,3
1668,4,1668-04-verso,12,January,19,January,Still-born,11
1668,4,1668-04-verso,12,January,19,January,Stone,1
1668,4,1668-04-verso,12,January,19,January,Stopping of the Stomach,10
1668,4,1668-04-verso,12,January,19,January,Strangury,1
1668,4,1668-04-verso,12,January,19,January,Suddenly,
1668,4,1668-04-verso,12,January,19,January,Surfeit,10
1668,4,1668-04-verso,12,January,19,January,Swine-Pox,
1668,4,1668-04-verso,12,January,19,January,Teeth,25
1668,4,1668-04-verso,12,January,19,January,Thrush,2
1668,4,1668-04-verso,12,January,19,January,Tissick,6
1668,4,1668-04-verso,12,January,19,January,Tympany,
1668,4,1668-04-verso,12,January,19,January,Ulcer,3
1668,4,1668-04-verso,12,January,19,January,Vomiting,
1668,4,1668-04-verso,12,January,19,January,Wen,
1668,4,1668-04-verso,12,January,19,January,Wind,2
1668,4,1668-04-verso,12,January,19,January,Wolf,
1668,4,1668-04-verso,12,January,19,January,Worms,
1668,4,1668-04-verso,12,January,19,January,Killed,1
1668,4,1668-04-verso,12,January,19,January,Suicide,
1668,4,1668-04-verso,12,January,19,January,Other Casualties,1
1668,4,1668-04-verso,12,January,19,January,Christened (Male),132
1668,4,1668-04-verso,12,January,19,January,Christened (Female),130
1668,4,1668-04-verso,12,January,19,January,Christened (In All),262
1668,4,1668-04-verso,12,January,19,January,Buried (Male),202
1668,4,1668-04-verso,12,January,19,January,Buried (Female),185
1668,4,1668-04-verso,12,January,19,January,Buried (All),387
1668,4,1668-04-verso,12,January,19,January,Plague Deaths,0
1668,4,1668-04-verso,12,January,19,January,Increase/Decrease in Burials,7
1668,4,1668-04-verso,12,January,19,January,Increase/Decrease in Plague Deaths,0
1668,4,1668-04-verso,12,January,19,January,Parishes Clear of the Plague,47
1668,4,1668-04-verso,12,January,19,January,Parishes Infected (with Plague),0
1668,4,1668-04-verso,12,January,19,January,Ounces in Penny Wheaten Loaf,10
1668,4,1668-04-verso,12,January,19,January,Ounces in Three Half-Penny White Loaf,10
1668,5,1668-05-verso,19,January,26,January,Abortive,
1668,5,1668-05-verso,19,January,26,January,Aged,18
1668,5,1668-05-verso,19,January,26,January,Ague,1
1668,5,1668-05-verso,19,January,26,January,Apoplexy,
1668,5,1668-05-verso,19,January,26,January,Bed-ridden,
1668,5,1668-05-verso,19,January,26,January,Blasted,
1668,5,1668-05-verso,19,January,26,January,Bleeding,
1668,5,1668-05-verso,19,January,26,January,Bloody-flux,
1668,5,1668-05-verso,19,January,26,January,Calenture,
1668,5,1668-05-verso,19,January,26,January,Cancer,1
1668,5,1668-05-verso,19,January,26,January,Canker,
1668,5,1668-05-verso,19,January,26,January,Child-Bed,6
1668,5,1668-05-verso,19,January,26,January,Chrisoms,12
1668,5,1668-05-verso,19,January,26,January,Cold,1
1668,5,1668-05-verso,19,January,26,January,Colick,
1668,5,1668-05-verso,19,January,26,January,Consumption,82
1668,5,1668-05-verso,19,January,26,January,Convulsion,42
1668,5,1668-05-verso,19,January,26,January,Cough,1
1668,5,1668-05-verso,19,January,26,January,Cramp,
1668,5,1668-05-verso,19,January,26,January,Diabetes,
1668,5,1668-05-verso,19,January,26,January,Dropsie,35
1668,5,1668-05-verso,19,January,26,January,Drowned,
1668,5,1668-05-verso,19,January,26,January,Falling-sickness,
1668,5,1668-05-verso,19,January,26,January,Fever,27
1668,5,1668-05-verso,19,January,26,January,Fistula,
1668,5,1668-05-verso,19,January,26,January,Flox and Small-Pox,9
1668,5,1668-05-verso,19,January,26,January,Flux,1
1668,5,1668-05-verso,19,January,26,January,French-Pox,2
1668,5,1668-05-verso,19,January,26,January,Frets,
1668,5,1668-05-verso,19,January,26,January,Gangreen,
1668,5,1668-05-verso,19,January,26,January,Gout,1
1668,5,1668-05-verso,19,January,26,January,Grief,
1668,5,1668-05-verso,19,January,26,January,Griping in the Guts,44
1668,5,1668-05-verso,19,January,26,January,Headache,
1668,5,1668-05-verso,19,January,26,January,Headmouldshot,
1668,5,1668-05-verso,19,January,26,January,Hiccough,
1668,5,1668-05-verso,19,January,26,January,Jaundies,1
1668,5,1668-05-verso,19,January,26,January,Jaw-fallen,
1668,5,1668-05-verso,19,January,26,January,Impostume,3
1668,5,1668-05-verso,19,January,26,January,Infants,10
1668,5,1668-05-verso,19,January,26,January,Itch,
1668,5,1668-05-verso,19,January,26,January,Kings Evil,
1668,5,1668-05-verso,19,January,26,January,Leprosie,
1668,5,1668-05-verso,19,January,26,January,Lethargy,
1668,5,1668-05-verso,19,January,26,January,Liver-grown,
1668,5,1668-05-verso,19,January,26,January,Lunatick,
1668,5,1668-05-verso,19,January,26,January,Meagrim,
1668,5,1668-05-verso,19,January,26,January,Measles,
1668,5,1668-05-verso,19,January,26,January,Mother,
1668,5,1668-05-verso,19,January,26,January,Noli me tangere,
1668,5,1668-05-verso,19,January,26,January,Overlaid,
1668,5,1668-05-verso,19,January,26,January,Palsie,
1668,5,1668-05-verso,19,January,26,January,Plague,
1668,5,1668-05-verso,19,January,26,January,Plurisie,1
1668,5,1668-05-verso,19,January,26,January,Purples,
1668,5,1668-05-verso,19,January,26,January,Quinsie,
1668,5,1668-05-verso,19,January,26,January,Rheumatism,
1668,5,1668-05-verso,19,January,26,January,Rickets,7
1668,5,1668-05-verso,19,January,26,January,Rising of the Lights,8
1668,5,1668-05-verso,19,January,26,January,Running of the Reins,
1668,5,1668-05-verso,19,January,26,January,Rupture,
1668,5,1668-05-verso,19,January,26,January,St. Anthony's Fire,
1668,5,1668-05-verso,19,January,26,January,Scald Head,
1668,5,1668-05-verso,19,January,26,January,Sciatica,
1668,5,1668-05-verso,19,January,26,January,Scowring,
1668,5,1668-05-verso,19,January,26,January,Scurvy,
1668,5,1668-05-verso,19,January,26,January,Shingles,
1668,5,1668-05-verso,19,January,26,January,Spleen,
1668,5,1668-05-verso,19,January,26,January,Spotted-Fever,
1668,5,1668-05-verso,19,January,26,January,Still-born,13
1668,5,1668-05-verso,19,January,26,January,Stone,
1668,5,1668-05-verso,19,January,26,January,Stopping of the Stomach,19
1668,5,1668-05-verso,19,January,26,January,Strangury,
1668,5,1668-05-verso,19,January,26,January,Suddenly,2
1668,5,1668-05-verso,19,January,26,January,Surfeit,12
