"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,is_missing,is_illegible,"Week Number",is_missing,is_illegible,"Unique Identifier",is_missing,is_illegible,"Start Day",is_missing,is_illegible,"Start Month",is_missing,is_illegible,"End Day",is_missing,is_illegible,"End Month",is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,"Chicken Pox",is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,"Flox and Small-Pox",is_missing,is_illegible,"Flox and Small-Pox (Descriptive Text)",is_missing,is_illegible,Flux,is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,"Griping in the Guts",is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,"Hooping Cough",is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,"Kings Evil",is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,"Lunatick and Frenzy",is_missing,is_illegible,"Malignant Fever",is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,"Noli me tangere",is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,"Rising of the Lights",is_missing,is_illegible,"Running of the Reins",is_missing,is_illegible,Rupture,is_missing,is_illegible,"Scald Head",is_missing,is_illegible,"Scarlet Fever",is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,"St. Anthony's Fire",is_missing,is_illegible,Starved,is_missing,is_illegible,"Starved (Descriptive Text)",is_missing,is_illegible,Stone,is_missing,is_illegible,"Stopping of the Stomach",is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,"Swelling in the Throat",is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,"Twisting of the Guts",is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,"Water in the Head",is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Abortive,is_missing,is_illegible,Overlaid,is_missing,is_illegible,Still-born,is_missing,is_illegible,Drowned,is_missing,is_illegible,"Drowned (Descriptive Text)",is_missing,is_illegible,"Found Dead",is_missing,is_illegible,"Found Dead (Descriptive Text)",is_missing,is_illegible,Executed,is_missing,is_illegible,"Executed (Descriptive Text)",is_missing,is_illegible,Killed,is_missing,is_illegible,"Killed (Descriptive Text)",is_missing,is_illegible,Suicide,is_missing,is_illegible,"Suicide (Descriptive Text)",is_missing,is_illegible,Other,is_missing,is_illegible,"Other (Descriptive Text)",is_missing,is_illegible,"Christened (Male)",is_missing,is_illegible,"Christened (Female)",is_missing,is_illegible,"Christened (In All)",is_missing,is_illegible,"Buried (Male)",is_missing,is_illegible,"Buried (Female)",is_missing,is_illegible,"Buried (All)",is_missing,is_illegible,"Increase/Decrease in Burials",is_missing,is_illegible
942,14564,1150,1,1702,,,32,,,Laxton-1702-32-verso,,,21,,,July,,,28,,,July,,,22,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,5,,,,1,,,1,,3,,,45,,,110,,,,1,,,1,,,1,,5,,,,1,,55,,,,1,,5,,,"flox 0; small-pox 5",,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,25,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,10,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,,1,,1,,,,1,,,1,,28,,,3,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,2,,,7,,,1,,,"Drowned accidentally in a Horse-Pond at St Katherine Coleman 1.",,,,1,,,1,,,1,,,1,,1,,,"Kill'd by a Dray at St Dunstan at Stepney 1.",,,,1,,,1,,2,,,"Kill'd by a Fall from a Door of a Warehouse at St Mary in Whitechappel 1; Stifled in Mud at St Dunstan at Stepney 1",,,162,,,152,,,314,,,172,,,182,,,354,,,46,,
943,14565,1151,1,1702,,,33,,,Laxton-1702-33-verso,,,28,,,July,,,4,,,August,,,22,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,1,,,,1,,4,,,39,,,128,,,1,,,,1,,,1,,7,,,,1,,46,,,1,,,10,,,"flox 0; small-pox 10",,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,41,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,11,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,9,,,,1,,,1,,,1,,2,,,,1,,,1,,33,,,,1,,1,,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,11,,,2,,,"One at St Saviour in Southwark. And one in a Ditch (a Boy) at St Mary at Lambeth",,,1,,,"Found dead at St Martin in the Fields 1.",,,,1,,,1,,,1,,,1,,3,,,"Hanged herself (being Lunatick) at St Thomas in Southwark 1; Hanged himself (being Distracted) at St Martin in the Fields 1; Shot himself being Lunatick) at St Martin within Ludgate 1",,,3,,,"Dead by Misfortune (so reported in the Coroner's Warrant) at St Mildred Breadstreet 1; Kill'd at St James in Westminster 1; Struck himself against a Post swiming in the New River at St Mary at Islington 1",,,169,,,145,,,314,,,204,,,204,,,408,,,54,,
944,14566,1152,1,1702,,,34,,,Laxton-1702-34-verso,,,4,,,August,,,11,,,August,,,15,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,2,,,,1,,,1,,1,,,49,,,137,,,,1,,,1,,,1,,6,,,,1,,63,,,1,,,5,,,"flox 0; small-pox 5",,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,44,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,13,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,10,,,,1,,,1,,,1,,1,,,,1,,,1,,34,,,,1,,1,,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,6,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,"Cut her Throat at St Giles in the Fields 1.",,,1,,,"Kill'd by a Fall off a Horse at St Margaret in Westminster 1.",,,159,,,157,,,316,,,216,,,198,,,414,,,6,,
945,14567,1153,1,1702,,,35,,,Laxton-1702-35-verso,,,11,,,August,,,18,,,August,,,22,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,5,,,1,,,,1,,,1,,43,,,126,,,,1,,,1,,,1,,8,,,,1,,44,,,,1,,11,,,"flox 0; small-pox 11",,,,1,,2,,,,1,,1,,,1,,,,1,,,1,,34,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,38,,,1,,,3,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"One by the Fall of part of the Moulding of a leaden Cistern at the Hospital of Bridwel 1; And one by a Fall from a Horse at St Martin in the Fields 1; Sore Leg 1",,,152,,,141,,,293,,,182,,,188,,,370,,,-44,,
946,14568,1154,1,1702,,,36,,,Laxton-1702-36-verso,,,18,,,August,,,25,,,August,,,21,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,2,,,,1,,4,,,51,,,151,,,,1,,,1,,,1,,6,,,,1,,56,,,,1,,8,,,"flox 0; small-pox 8",,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,51,,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,10,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,1,,,2,,,,1,,,1,,36,,,2,,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,13,,,4,,,"One accidentally at St Katharin by rhe Tower. One in the Thames. And one in a Well at St Mary at Lambeth. And one in a Tub of Water at St Margaret in Westminster.",,,1,,,"Found dead in the Street supposed to be killed by a Cart or Coach at St Dunstan atStepney 1.",,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"Died of an Ulcer in her Thigh (so reported in the Coroner's Warrant) at St John at Wapping 1.",,,153,,,157,,,310,,,223,,,225,,,448,,,78,,
947,14569,1155,1,1702,,,37,,,Laxton-1702-37-verso,,,25,,,August,,,1,,,September,,,19,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,2,,,1,,,,1,,2,,,61,,,162,,,1,,,,1,,,1,,8,,,,1,,58,,,,1,,10,,,"flox 0; small-pox 10",,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,46,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,5,,,,1,,,1,,,1,,1,,,,1,,,1,,38,,,1,,,1,,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,2,,,2,,,1,,,10,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"Chin Cough",,,128,,,168,,,296,,,227,,,233,,,460,,,12,,
948,14570,1156,1,1702,,,38,,,Laxton-1702-38-verso,,,1,,,September,,,8,,,September,,,24,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,9,,,,1,,,1,,5,,,40,,,174,,,,1,,,1,,,1,,10,,,,1,,57,,,,1,,6,,,"flox 0; small-pox 6",,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,53,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,10,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,1,,,7,,,,1,,,1,,,1,,,1,,,1,,,1,,33,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,2,,,16,,,1,,,"Drowned accidentally in the Thames at St John at Wapping 1",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Kill'd by a Fall from a Cart loaded with Faggots at St Mary in Whitechappel 1; Bursten 1",,,160,,,141,,,301,,,228,,,248,,,476,,,16,,
949,14571,1157,1,1702,,,39,,,Laxton-1702-39-verso,,,8,,,September,,,15,,,September,,,26,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,,1,,6,,,1,,,,1,,1,,,54,,,157,,,,1,,,1,,,1,,10,,,,1,,52,,,,1,,12,,,"flox 0; small-pox 12",,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,45,,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,4,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,2,,,10,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,2,,,,1,,,1,,1,,,,1,,,1,,31,,,1,,,2,,,,1,,,1,,,1,,,1,,2,,,1,,,1,,,,1,,,1,,3,,,2,,,1,,,5,,,1,,,"Drowned accidentally in the Thames at St Paul at Shadwel 1",,,,1,,,1,,,1,,,1,,1,,,"Kill'd accidentally by the Shaft of a Cart at St Mary in Whitechappel 1",,,1,,,"Laid violent Hands on herself at St Katharin by the Tower (so reported) 1",,,1,,,"Scalded accidentally at St Botolph without Aldgate 1",,,163,,,138,,,301,,,226,,,236,,,462,,,-14,,
950,14572,960,1,1702,,,40,,,Laxton-1702-40-verso,,,15,,,September,,,22,,,September,,,22,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,5,,,2,,,,1,,1,,,52,,,135,,,,1,,,1,,,1,,11,,,,1,,64,,,3,,,5,,,"flox 0; small-pox 5",,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,40,,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,14,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,7,,,,1,,,1,,1,,,,1,,,1,,,1,,32,,,1,,,3,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,1,,,5,,,1,,,"Drowned at St Mary at Lambeth 1",,,1,,,"Found dead in the Street at Alhallow Barkin ",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,163,,,132,,,295,,,215,,,211,,,426,,,-36,,
951,14573,1096,1,1702,,,41,,,Laxton-1702-41-verso,,,22,,,September,,,29,,,September,,,25,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,3,,,1,,,,1,,6,,,52,,,133,,,,1,,,1,,,1,,11,,,,1,,60,,,2,,,7,,,"flox 0; small pox 7",,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,21,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,2,,,3,,,,1,,,1,,28,,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,13,,,3,,,"Drowned 3 at St Mary at Lambeth",,,,1,,,1,,,1,,,1,,4,,,"One by a Fall from a Ladder at St Sepulchres; One by a Wonnd in the Left Breast at St Giles in the Fields; One by an accidental Fall from a Stage at St Mary at Rotherhith; And one by a Fall from a House at St Clement Danes",,,,1,,,1,,,1,,,1,,165,,,169,,,334,,,215,,,192,,,407,,,-19,,
952,14574,1097,1,1702,,,42,,,Laxton-1702-42-verso,,,29,,,September,,,6,,,October,,,20,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,5,,,2,,,,1,,2,,,54,,,94,,,,1,,,1,,,1,,14,,,,1,,52,,,2,,,10,,,"flox 0; small-pox 10",,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,35,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,7,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,5,,,,1,,1,,,2,,,1,,,,1,,,1,,18,,,1,,,2,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,10,,,1,,,"Drowned accidentally in the River of Thames at St Katharin by the Tower 1",,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,3,,,"Pain in the Head 1;  Sore Leg 1; Died in the Street at St Dunstan at Stepney 1",,,173,,,154,,,327,,,195,,,166,,,361,,,-46,,
953,14575,1098,1,1702,,,43,,,Laxton-1702-43-verso,,,6,,,October,,,13,,,October,,,24,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,1,,,1,,,,1,,,1,,59,,,124,,,,1,,,1,,,1,,11,,,,1,,47,,,2,,,6,,,"flox 0; small pox 6",,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,25,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,1,,,,1,,,1,,,1,,19,,,1,,,4,,,1,,,,1,,3,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,16,,,2,,,"One accidentally in a Tub of Water at Alhallows Barkin. And one  accidentally in the Thames at St Paul at Shadwel",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,172,,,142,,,314,,,169,,,201,,,370,,,9,,
954,14576,1099,1,1702,,,44,,,Laxton-1702-44-verso,,,13,,,October,,,20,,,October,,,32,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,5,,,,1,,,1,,2,,,63,,,104,,,,1,,,1,,,1,,16,,,,1,,55,,,,1,,9,,,"flox 0;  small-pox 9",,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,19,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,4,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,2,,,7,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,8,,,,1,,,1,,,1,,1,,,,1,,,1,,20,,,2,,,6,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,2,,,8,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"One by a Shaft of a Cart at St Olave in Southwark",,,,1,,,1,,1,,,"And one accidentally by a Tobacco Pipe being struck into her Brain at St Margret in Westminster",,,170,,,143,,,313,,,205,,,187,,,392,,,22,,
955,14577,1128,1,1701,,,45,,,Laxton-1701-45-verso,,,20,,,October,,,27,,,October,,,36,,,,1,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,1,,,,1,,3,,,53,,,102,,,,1,,,1,,,1,,14,,,,1,,66,,,,1,,7,,,"flox 0: small-pox 7",,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,20,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,6,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,8,,,1,,,,1,,2,,,,1,,,1,,,1,,28,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,4,,,,1,,10,,,1,,,"Drowned accidentally in the Thames near Execution Deck, Buried at St Mary in Whitechappel 1.",,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"Hang'd herself (being Lunatick) at St John at Wapping 1.",,,1,,,"Kill'd accidentally in a Crane at St Dunstan in the East 1.",,,149,,,153,,,302,,,198,,,193,,,391,,,-1,,
956,14578,1130,1,1701,,,46,,,Laxton-1701-46-verso,,,27,,,October,,,3,,,November,,,40,,,1,,,6,,,,1,,,1,,,1,,,1,,1,,,,1,,2,,,1,,,,1,,3,,,2,,,,1,,2,,,54,,,88,,,,1,,,1,,,1,,6,,,,1,,59,,,,1,,6,,,"Small-pox 6",,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,21,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,9,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,5,,,,1,,,1,,,1,,1,,,,1,,,1,,28,,,1,,,10,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,12,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Kill'd by a Dray at Christ-Church in Surry 1; Murthered at St Andrew in Holborn 1.",,,1,,,"Hnag'd himself (being Lunatick) at St Mary in Whitechappel 1.",,,,1,,,1,,138,,,122,,,260,,,178,,,193,,,371,,,-20,,
957,14579,1132,1,1702,,,47,,,Laxton-1702-47-verso,,,3,,,November,,,10,,,November,,,43,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,3,,,67,,,85,,,,1,,,1,,,1,,8,,,,1,,65,,,,1,,6,,,"flox 0; small-pox 6",,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,19,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,9,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,10,,,,1,,,1,,2,,,,1,,,1,,,1,,18,,,,1,,3,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,2,,,2,,,13,,,,1,,,1,,1,,,"Found dead a Male Child at St Paul in Covent-Garden 1.",,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"Sore Throat 1; Pain in the head 1; Kill'd accidently at St Dunstan at Stepney 1.",,,177,,,158,,,335,,,198,,,182,,,380,,,9,,
958,14580,1133,1,1702,,,48,,,Laxton-1702-48-verso,,,10,,,November,,,17,,,November,,,24,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,6,,,,1,,,1,,1,,,57,,,96,,,,1,,,1,,,1,,29,,,,1,,61,,,,1,,10,,,"flox 0; small-pox 10",,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,16,,,1,,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,5,,,,1,,,1,,1,,,1,,,,1,,,1,,16,,,1,,,6,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,2,,,6,,,2,,,"One in the Thames, Buried at St Mary Aldermary. And one accidently in the Thames at St John at Wapping.",,,,1,,,1,,,1,,,1,,1,,,"Shot in the Leg at St Dunstan at Stepney 1.",,,,1,,,1,,,1,,,1,,124,,,157,,,281,,,172,,,195,,,367,,,-13,,
