"Omeka Item #","DataScribe Item #","DataScribe Record #","DataScribe Record Position",Year,is_missing,is_illegible,"Week Number",is_missing,is_illegible,"Unique Identifier",is_missing,is_illegible,"Start Day",is_missing,is_illegible,"Start Month",is_missing,is_illegible,"End Day",is_missing,is_illegible,"End Month",is_missing,is_illegible,Aged,is_missing,is_illegible,Ague,is_missing,is_illegible,Apoplexy,is_missing,is_illegible,Asthma,is_missing,is_illegible,Bed-ridden,is_missing,is_illegible,Blasted,is_missing,is_illegible,Bleeding,is_missing,is_illegible,Bloody-flux,is_missing,is_illegible,Calenture,is_missing,is_illegible,Cancer,is_missing,is_illegible,Canker,is_missing,is_illegible,"Chicken Pox",is_missing,is_illegible,Child-Bed,is_missing,is_illegible,Chrisoms,is_missing,is_illegible,Cold,is_missing,is_illegible,Colick,is_missing,is_illegible,Consumption,is_missing,is_illegible,Convulsion,is_missing,is_illegible,Cough,is_missing,is_illegible,Cramp,is_missing,is_illegible,Diabetes,is_missing,is_illegible,Dropsie,is_missing,is_illegible,Falling-sickness,is_missing,is_illegible,Fever,is_missing,is_illegible,Fistula,is_missing,is_illegible,"Flox and Small-Pox",is_missing,is_illegible,"Flox and Small-Pox (Descriptive Text)",is_missing,is_illegible,Flux,is_missing,is_illegible,French-Pox,is_missing,is_illegible,Frets,is_missing,is_illegible,Gangreen,is_missing,is_illegible,Gout,is_missing,is_illegible,Gravel,is_missing,is_illegible,Grief,is_missing,is_illegible,"Griping in the Guts",is_missing,is_illegible,Headache,is_missing,is_illegible,Headmouldshot,is_missing,is_illegible,"Hooping Cough",is_missing,is_illegible,Hiccough,is_missing,is_illegible,Horshoehead,is_missing,is_illegible,Impostume,is_missing,is_illegible,Infants,is_missing,is_illegible,Inflammation,is_missing,is_illegible,Itch,is_missing,is_illegible,Jaundies,is_missing,is_illegible,Jaw-fallen,is_missing,is_illegible,"Kings Evil",is_missing,is_illegible,Leprosie,is_missing,is_illegible,Lethargy,is_missing,is_illegible,Liver-grown,is_missing,is_illegible,Looseness,is_missing,is_illegible,"Lunatick and Frenzy",is_missing,is_illegible,"Malignant Fever",is_missing,is_illegible,Meagrim,is_missing,is_illegible,Measles,is_missing,is_illegible,Miscarriage,is_missing,is_illegible,Mortification,is_missing,is_illegible,Mother,is_missing,is_illegible,"Noli me tangere",is_missing,is_illegible,Palsie,is_missing,is_illegible,Plague,is_missing,is_illegible,Planet,is_missing,is_illegible,Plurisie,is_missing,is_illegible,Purples,is_missing,is_illegible,Quinsie,is_missing,is_illegible,Rash,is_missing,is_illegible,Rheumatism,is_missing,is_illegible,Rickets,is_missing,is_illegible,"Rising of the Lights",is_missing,is_illegible,"Running of the Reins",is_missing,is_illegible,Rupture,is_missing,is_illegible,"Scald Head",is_missing,is_illegible,"Scarlet Fever",is_missing,is_illegible,Sciatica,is_missing,is_illegible,Scowring,is_missing,is_illegible,Scurvy,is_missing,is_illegible,Sores,is_missing,is_illegible,Shingles,is_missing,is_illegible,Spleen,is_missing,is_illegible,Spotted-Fever,is_missing,is_illegible,"St. Anthony's Fire",is_missing,is_illegible,Starved,is_missing,is_illegible,"Starved (Descriptive Text)",is_missing,is_illegible,Stone,is_missing,is_illegible,"Stopping of the Stomach",is_missing,is_illegible,Strangury,is_missing,is_illegible,Strongullion,is_missing,is_illegible,Suddenly,is_missing,is_illegible,Surfeit,is_missing,is_illegible,"Swelling in the Throat",is_missing,is_illegible,Swine-Pox,is_missing,is_illegible,Teeth,is_missing,is_illegible,Thrush,is_missing,is_illegible,Tissick,is_missing,is_illegible,Tympany,is_missing,is_illegible,"Twisting of the Guts",is_missing,is_illegible,Ulcer,is_missing,is_illegible,Vapours,is_missing,is_illegible,Vomiting,is_missing,is_illegible,"Water in the Head",is_missing,is_illegible,Wen,is_missing,is_illegible,Wind,is_missing,is_illegible,Wolf,is_missing,is_illegible,Worms,is_missing,is_illegible,Abortive,is_missing,is_illegible,Overlaid,is_missing,is_illegible,Still-born,is_missing,is_illegible,Drowned,is_missing,is_illegible,"Drowned (Descriptive Text)",is_missing,is_illegible,"Found Dead",is_missing,is_illegible,"Found Dead (Descriptive Text)",is_missing,is_illegible,Executed,is_missing,is_illegible,"Executed (Descriptive Text)",is_missing,is_illegible,Killed,is_missing,is_illegible,"Killed (Descriptive Text)",is_missing,is_illegible,Suicide,is_missing,is_illegible,"Suicide (Descriptive Text)",is_missing,is_illegible,Other,is_missing,is_illegible,"Other (Descriptive Text)",is_missing,is_illegible,"Christened (Male)",is_missing,is_illegible,"Christened (Female)",is_missing,is_illegible,"Christened (In All)",is_missing,is_illegible,"Buried (Male)",is_missing,is_illegible,"Buried (Female)",is_missing,is_illegible,"Buried (All)",is_missing,is_illegible,"Increase/Decrease in Burials",is_missing,is_illegible
2725,15140,7566,1,1713,,,35,,,Laxton-1713-35-verso,,,,1,,,1,,18,,,August,,,23,,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,1,,,43,,,122,,,,1,,1,,,,1,,13,,,,1,,48,,,1,,,33,,,"Flox 0; small-pox 33",,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,,1,,,1,,1,,,,1,,,1,,,1,,17,,,2,,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,5,,,3,,,"Drown'd 3. Two accidentally at St. Saviour in Southwark, and One accidentally  in the River of Thames, at St. Paul at Shadwel.",,,1,,,"Found dead in the River of Thames at St. Dunstan at Stepney 1.",,,,1,,,1,,1,,,"Murdered with a Sword at St. Martin in the Fields 1.",,,,1,,,1,,,1,,,1,,167,,,155,,,322,,,180,,,172,,,352,,,32,,
2726,15141,7581,1,1713,,,36,,,Laxton-1713-36-verso,,,,1,,,1,,25,,,August,,,26,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,5,,,49,,,102,,,,1,,,1,,,1,,8,,,,1,,57,,,,1,,36,,,"flox 0; small-pox 36",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,16,,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,6,,,,1,,,1,,1,,,1,,,,1,,,1,,19,,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,17,,,,1,,,1,,2,,,"Found dead 2. One at St Giles in the Fields; and One on the Shore, at St Mary at Lambeth",,,,1,,,1,,1,,,"Kill'd by a Cart St Giles without Cripplegate 1; ",,,,1,,,1,,1,,,"Bursten 1",1,,189,,,171,,,360,,,184,,,194,,,378,,,26,,
2727,15142,7609,1,1713,,,37,,,Laxton-1713-37-verso,,,,1,,,1,,1,,,September,,,24,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,6,,,4,,,,1,,,1,,51,,,123,,,,1,,,1,,,1,,7,,1,,1,,73,,,,1,,33,,,"flox 0; small-pox 33",,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,18,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,2,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,24,,,3,,,1,,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,9,,,4,,,"Drown'd 4. One accidentally at St Saviour in Southwark, One accidentally in the River Lee, at St John at Hackney, One accidentally in the River of thames, at St John at Wariping; and One in the Tower Ditch, at St Karharane by the Tower. ",,,2,,,"Found dead 2. One in the Fields, at St Dunstan at Stepney; and one at St Mary at Islington.",,,,1,,,1,,,1,,,1,,1,,,"Hang'd himself (being Lunatick) at St Giles in the Fields. ",,,1,,,"Sore Leg 1",1,,147,,,159,,,306,,,207,,,205,,,412,,,34,,
2728,15143,7625,1,1713,,,38,,,Laxton-1713-38-verso,,,,1,,,1,,8,,,September,,,25,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,2,,,4,,,,1,,1,,,45,,,136,,,,1,,,1,,,1,,12,,,,1,,55,,,,1,,38,,,"flox 0; small-pox 38",,,,1,,4,,,,1,,,1,,1,,,,1,,,1,,12,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,2,,,,1,,,1,,20,,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,9,,,2,,,"Drown'd accidentally in the River of Thames, 2. One at St Olave in Southwark ; and One at St Paul at Shadwel. ",,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,168,,,147,,,315,,,184,,,209,,,393,,,-19,,
2729,15144,7567,1,1713,,,39,,,Laxton-1713-39-verso,,,,1,,,1,,15,,,September,,,20,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,7,,,,1,,,1,,,1,,22,,,123,,,,1,,,1,,,1,,8,,,,1,,69,,,,1,,45,,,"flox 0; small-pox 45",,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,17,,,,1,,2,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,5,,,,1,,,1,,1,,,1,,,,1,,,1,,29,,,1,,,5,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,1,,,14,,,1,,,"Drown'd accidentally in the River of Thames, at St. Saviour in Southwark 1.",,,,1,,,1,,,1,,,1,,1,,,"Kill'd by the Falling of Earth in a Sand Pit, at Hamstead, buried at St. Stephen at Colemanstreet 1.",,,1,,,"Shot himself (being Lunatick) at St. Clement Danes 1.",,,,1,,,1,,194,,,157,,,351,,,191,,,204,,,395,,,2,,
2770,15145,7632,1,1713,,,40,,,Laxton-1713-40-verso,,,,1,,,1,,22,,,September,,,34,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,5,,,1,,,,1,,1,,,50,,,133,,,,1,,,1,,,1,,12,,,,1,,68,,,2,,,35,,,"flox 0; small-pox 35",,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,21,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,,1,,3,,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,5,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,3,,,,1,,,1,,,1,,17,,,1,,,5,,,,1,,1,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,1,,,3,,,,1,,15,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"Cut his Throat (being Lunatick) at St Martin in the Fields 1. ",,,,1,,,1,,164,,,153,,,317,,,207,,,238,,,445,,,50,,
2771,15146,7689,1,1713,,,41,,,Laxton-1713-41-verso,,,,1,,,1,,29,,,September,,,37,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,45,,,131,,,,1,,,1,,,1,,12,,,,1,,62,,,,1,,37,,,"flox 0; small-pox 37",,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,18,,,,1,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,9,,,,1,,,1,,3,,,1,,,,1,,,1,,32,,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,3,,,1,,,5,,,1,,,"Drown'd accidentally in the River of Thames, at St Paul at Shadwel I.",,,,1,,,1,,2,,,,1,,3,,,"Kill'd 2. One accidentally by the Fall of House, at St Pancreas in Pancreas-Lane 1; One by a Crane at St Mary Hill near Billinsgate 1 Shot with Pistol at St James at Clerkenwel 1. ",,,1,,,"Hang'd herself (being Lunatick) at St Margaret in Westminster 1. ",,,,1,,,1,,172,,,180,,,352,,,216,,,217,,,433,,,-12,,
2772,15147,7568,1,1713,,,42,,,Laxton-1713-42-verso,,,,1,,,1,,6,,,October,,,34,,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,3,,,3,,,,1,,1,,,56,,,117,,,,1,,,1,,,1,,9,,,,1,,62,,,,1,,39,,,"flox 0; small-pox 39",,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,15,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,,1,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,,1,,,1,,1,,,7,,,,1,,2,,,1,,,,1,,,1,,,1,,11,,,3,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,7,,,1,,,"Drown'd in the River of Thames, at St. Margaret in Westminster 1.",,,1,,,"Found dead in the River of Thames, at St. Olave in Southwark 1.",,,,1,,,1,,1,,,"Murdered at St. Martin in the Fields 1.",,,1,,,"Hang'd himself (being Lunatick) at St. Andrew in Holbourn 1. ",,,1,,,"Bursten 1",,,149,,,146,,,295,,,203,,,197,,,400,,,-33,,
2773,15148,7569,1,1713,,,43,,,Laxton-1713-43-verso,,,,1,,,1,,13,,,October,,,23,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,4,,,4,,,,1,,1,,,44,,,147,,,,1,,,1,,,1,,10,,,,1,,63,,,,1,,48,,,"flox 0; small-pox 48",,,,1,,2,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,6,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,19,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,1,,,4,,,1,,,"Drown'd accidentally in the River of Thames, buried at St. Botolph without Aldgate 1.",,,,1,,,1,,,1,,,1,,1,,,"Murdered at St. James at Clerkenwell 1.",,,,1,,,1,,1,,,"Chin Cough 1",,,172,,,156,,,328,,,202,,,211,,,413,,,13,,
2774,15149,7692,1,1713,,,44,,,Laxton-1713-44-verso,,,,1,,,1,,20,,,October,,,38,,,,1,,2,,,1,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,2,,,57,,,110,,,,1,,,1,,,1,,10,,,,1,,71,,,2,,,39,,,"flox 0; small-pox 39",,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,7,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,1,,,,1,,4,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,7,,,,1,,,1,,1,,,1,,,,1,,,1,,22,,,,1,,3,,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,2,,,,1,,15,,,1,,,"Drown'd accidentally in the River of Thames, at St Mary at Rotherhith 1. ",,,,1,,,1,,,1,,,1,,2,,,"Kill'd with a Razor, at St James in Westminster 1; Murdered at St James in Westminister 1. ",,,1,,,"Shot himself (being Lunatick) at St Olive in Hartstreet 1. ",,,1,,,"White Flux 1",,,180,,,138,,,318,,,218,,,207,,,425,,,12,,
2775,15150,7714,1,1713,,,45,,,Laxton-1713-45-verso,,,,1,,,1,,27,,,October,,,46,,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,3,,,,1,,1,,,53,,,118,,,,1,,,1,,,1,,10,,,,1,,66,,,,1,,28,,1,"flox 0; small-pox 28",,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,2,,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,5,,,,1,,,1,,1,,,1,,,,1,,,1,,20,,,1,,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,10,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"Murdered at St Martin in the Fields 1. ",,,,1,,,1,,,1,,,1,,167,,,172,,,339,,,187,,,219,,,406,,,-19,,
2776,15151,7731,1,1713,,,46,,,Laxton-1713-46-verso,,,,1,,,1,,3,,,November,,,49,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,3,,,,1,,,1,,2,,,67,,,96,,,,1,,,1,,,1,,14,,,,1,,70,,,,1,,41,,,"flox 0; small-pox 41",,,,1,,1,,,,1,,,1,,,1,,,,,,1,,15,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,1,,,1,,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,,1,,,1,,2,,,5,,,,1,,,1,,3,,,,1,,,1,,,1,,25,,,1,,,6,,,,1,,1,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,3,,,5,,,1,,,"Drown'd in Billinsgate Dock, buried at St Mary at Hill 1. ",,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,"Threw himself out of a Window, (being Lunatick) at St Martin in the Fields 1. ",,,,1,,,1,,169,,,144,,,313,,,213,,,227,,,440,,,34,,
2777,15152,7732,1,1713,,,47,,,Laxton-1713-47-verso,,,,1,,,1,,10,,,November,,,36,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,8,,,,1,,,1,,3,,,59,,,103,,,,1,,,1,,,1,,15,,,,1,,69,,,,1,,50,,,"flox 0; small-pox 50",,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,10,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,1,,,,1,,,1,,2,,,7,,,,1,,,1,,2,,,,1,,,1,,,1,,24,,,1,,,7,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,1,,,1,,,9,,,,1,,,1,,2,,,"Found dead 2. One at St Dunstan in the East; and One at St Giles in the Fields.",,,,1,,,1,,1,,,"Kill'd by a Sword, at St James in Westminster 1. ",,,,1,,,1,,2,,,"Drop down dead in the Street, at St Margaret in Westminster 1; Bursten 1 ",,,198,,,153,,,351,,,220,,,218,,,438,,,-2,,
2778,15153,7589,1,1713,,,48,,,Laxton-1713-48-verso,,,,1,,,1,,17,,,November,,,48,,,,1,,3,,,5,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,2,,,2,,,,1,,1,,,62,,,109,,,,1,,,1,,,1,,18,,,,1,,65,,,,1,,40,,,"flox 0; small-pox 40",,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,14,,,,1,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,3,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,1,,,,1,,,1,,2,,,4,,,,1,,,1,,2,,,1,,,,1,,,1,,23,,,2,,,14,,,1,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,3,,,10,,,2,,,"Drown'd in the River of Thames 2. One at St Mary at Lambeth; and One accidentally at St Paul at Shadwel",,,1,,,"Found dead at St Martin in the Fields 1",,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,"Bursten 2",,,167,,,157,,,324,,,246,,,211,,,457,,,19,,
2779,15154,7594,1,1713,,,49,,,Laxton-1713-49-verso,,,,1,,,1,,24,,,November,,,42,,,2,,,2,,,3,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,7,,,,1,,,1,,3,,,63,,,95,,,,1,,,1,,,1,,20,,,,1,,65,,,,1,,38,,,"flox 0; small-pox 38",,,1,,,2,,,,1,,,1,,1,,,,1,,2,,,5,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,4,,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,1,,,,1,,1,,,4,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,5,,,,1,,,1,,2,,,,1,,,1,,,1,,27,,,,1,,11,,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,12,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,1,,,"Hang'd himself (being Lunatick) at Alhallows Barkin 1",,,1,,,"Kill'd by a Cow, at St George in Southwark 1",,,164,,,173,,,337,,,187,,,249,,,436,,,-21,,
2780,15155,7597,1,1713,,,50,,,Laxton-1713-50-verso,,,,1,,,1,,1,,,December,,,51,,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,2,,,,1,,1,,,66,,,122,,,,1,,,1,,,1,,16,,,,1,,76,,,,1,,49,,,"flox 0; small-pox 49",,,,1,,1,,,,1,,,1,,1,,,,1,,,1,,9,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,,1,,4,,,,1,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,1,,,2,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,,1,,6,,,,1,,,1,,1,,,1,,,,1,,,1,,28,,,,1,,9,,,1,,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,3,,,1,,,,1,,6,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,"Cut their Throats (being Lunatick) 2. One at St Katharine by the Tower; Cut their Throats (being Lunatick) 2...and One at St Martin in the Fields; Hang'd himself (being Lunatick) at St Andrew in Holbourn 1",,,,1,,,1,,161,,,169,,,330,,,229,,,253,,,482,,,46,,
2781,15156,7601,1,1713,,,51,,,Laxton-1713-51-verso,,,,1,,,1,,8,,,December,,,44,,,,1,,8,,,1,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,8,,,,1,,,1,,4,,,59,,,104,,,,1,,,1,,,1,,19,,,,1,,65,,,1,,,44,,,"flox 0; small-pox 44",,,2,,,,1,,,1,,,1,,1,,,,1,,,1,,14,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,5,,,,1,,,1,,,1,,,1,,,1,,1,,,,1,,,1,,,1,,1,,,,1,,2,,,,1,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,1,,4,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,2,,,,1,,,1,,,1,,1,,,8,,,,1,,,1,,2,,,1,,,,1,,,1,,25,,,1,,,9,,,,1,,,1,,1,,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,3,,,,1,,14,,,,1,,,1,,2,,,"Found dead 2. One in a Pond in St James's Park, buried at St Margaret in Westminster; and One in the street at St Martin in the Field",,,,1,,,1,,1,,,"Kill'd accidentally by a Dray, at St Botolph without Aldgate 1",,,,1,,,1,,2,,,"Broken Leg 1; Burnt accidentally at St Martin Vintrey 1",,,165,,,169,,,334,,,230,,,233,,,463,,,-19,,
